"SEMEL_YISHUV","year","locality","loc","distance","SHEM_YISHUV.x","SHEM_YISHUV_ENGLISH.x","treated","temporal_distance","number_of_red_alerts","temporal_group","likud_percentage","post","year_election","X","SHEM_YISHUV.y","SHEM_YISHUV_ENGLISH.y","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","Shape_Area","density","age_65_up_percentage","ntl","right_wing_percentage","turnout_percentage","red_alert_number_category","time_to_treatment"
2042,2020,"עין גדי","עיןגדי",77.5890146612994,"עין גדי","EN GEDI",0,NA,0,"no_red_alert",0.105431309904153,TRUE,"2020",15592,"עין גדי","EN GEDI",1,"יהודי",592,305,288,124,68,62,225,113,0.323759923629677,1828.51538066565,0.190878378378378,NA,0.0383386581469649,0.655601659751037,"No Alerts",NA
2042,2021,"עין גדי","עיןגדי",77.5890146612994,"עין גדי","EN GEDI",0,NA,0,"no_red_alert",0.100649350649351,TRUE,"2021",15589,"עין גדי","EN GEDI",1,"יהודי",588,303,285,115,75,57,229,112,0.323759923629677,1816.1605470125,0.19047619047619,NA,0.0844155844155844,0.627291242362525,"No Alerts",NA
2042,2022,"עין גדי","עיןגדי",77.5890146612994,"עין גדי","EN GEDI",0,NA,0,"no_red_alert",0.0706713780918728,TRUE,"2022",15590,"עין גדי","EN GEDI",1,"יהודי",604,308,296,98,114,60,222,112,0.323759923629677,1865.57988162509,0.185430463576159,NA,0.0353356890459364,0.592050209205021,"No Alerts",NA
2043,2006,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0175438596491228,FALSE,"2006",15606,"בחן","BAHAN",1,NA,260,NA,NA,NA,NA,NA,NA,NA,0.421665966442102,616.601814449969,NA,58,0.0350877192982456,1,"No Alerts",-3
2043,2009,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0777777777777778,FALSE,"2009",15608,"בחן","BAHAN",1,NA,393,NA,NA,NA,NA,NA,NA,NA,0.421665966442102,932.01735799553,NA,57.25,0.0611111111111111,0.677902621722846,"No Alerts",-2
2043,2013,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0826210826210826,FALSE,"2013",15611,"בחן","BAHAN",1,"יהודי",840,460,370,370,30,40,340,60,0.421665966442102,1992.09816976144,0.0714285714285714,62,0.0284900284900285,0.791011235955056,"No Alerts",-1
2043,2015,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0861244019138756,TRUE,"2015",15607,"בחן","BAHAN",1,"יהודי",930,500,430,410,40,50,360,70,0.421665966442102,2205.53725937873,0.0752688172043011,57,0.0406698564593301,0.803846153846154,"No Alerts",0
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.065359477124183,TRUE,"2019",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.028322440087146,0.773747841105354,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.065359477124183,TRUE,"2019",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.028322440087146,0.798611111111111,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.065359477124183,TRUE,"2019",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.0491071428571429,0.773747841105354,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.065359477124183,TRUE,"2019",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.0491071428571429,0.798611111111111,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.078125,TRUE,"2019.2",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.028322440087146,0.773747841105354,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.078125,TRUE,"2019.2",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.028322440087146,0.798611111111111,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.078125,TRUE,"2019.2",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.0491071428571429,0.773747841105354,"No Alerts",NA
2043,2019,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.078125,TRUE,"2019.2",15604,"בחן","BAHAN",1,"יהודי",1084,573,511,451,95,50,418,70,0.421665966442102,2570.75525716833,0.0645756457564576,NA,0.0491071428571429,0.798611111111111,"No Alerts",NA
2043,2020,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0802603036876356,TRUE,"2020",15612,"בחן","BAHAN",1,"יהודי",1112,586,527,454,98,57,433,70,0.421665966442102,2637.15852949371,0.0629496402877698,NA,0.0433839479392625,0.780033840947547,"No Alerts",NA
2043,2021,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.0881147540983607,TRUE,"2021",15618,"בחן","BAHAN",1,"יהודי",1140,599,541,410,152,61,444,70,0.421665966442102,2703.56180181909,0.0614035087719298,NA,0.0635245901639344,0.777424483306836,"No Alerts",NA
2043,2022,"בחן","בחן",96.900446276704,"בחן","BAHAN",0,NA,0,"no_red_alert",0.107784431137725,TRUE,"2022",15616,"בחן","BAHAN",1,"יהודי",1147,600,548,393,164,71,442,74,0.421665966442102,2720.16261990044,0.0645161290322581,NA,0.0518962075848303,0.745535714285714,"No Alerts",NA
205,2006,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.00986842105263158,FALSE,"2006",2012,"חגלה","HOGLA",1,NA,574,NA,NA,NA,NA,NA,NA,NA,0.764623743042193,750.696019085463,NA,57,0.0657894736842105,1,"No Alerts",-3
205,2009,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0771604938271605,FALSE,"2009",2010,"חגלה","HOGLA",1,NA,755,NA,NA,NA,NA,NA,NA,NA,0.764623743042193,987.413753326697,NA,57,0.0524691358024691,0.836317135549872,"No Alerts",-2
205,2013,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0560224089635854,FALSE,"2013",2017,"חגלה","HOGLA",1,"יהודי",830,390,440,310,60,40,340,80,0.764623743042193,1085.50121226644,0.0963855421686747,60,0.0420168067226891,0.824884792626728,"No Alerts",-1
205,2015,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0476190476190476,TRUE,"2015",2005,"חגלה","HOGLA",1,"יהודי",830,390,440,300,70,50,340,80,0.764623743042193,1085.50121226644,0.0963855421686747,59,0.037037037037037,0.837004405286344,"No Alerts",0
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0498753117206983,TRUE,"2019.2",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0399002493765586,0.792490118577075,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0498753117206983,TRUE,"2019.2",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0399002493765586,0.819639278557114,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0498753117206983,TRUE,"2019.2",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0269607843137255,0.792490118577075,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0498753117206983,TRUE,"2019.2",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0269607843137255,0.819639278557114,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0563725490196078,TRUE,"2019",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0399002493765586,0.792490118577075,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0563725490196078,TRUE,"2019",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0399002493765586,0.819639278557114,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0563725490196078,TRUE,"2019",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0269607843137255,0.792490118577075,"No Alerts",NA
205,2019,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0563725490196078,TRUE,"2019",2007,"חגלה","HOGLA",1,"יהודי",865,400,465,241,121,76,344,84,0.764623743042193,1131.27535977165,0.0971098265895954,NA,0.0269607843137255,0.819639278557114,"No Alerts",NA
205,2020,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.100502512562814,TRUE,"2020",2013,"חגלה","HOGLA",1,"יהודי",864,398,465,230,129,78,345,82,0.764623743042193,1129.96752698578,0.0949074074074074,NA,0.0326633165829146,0.791252485089463,"No Alerts",NA
205,2021,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0689655172413793,TRUE,"2021",2014,"חגלה","HOGLA",1,"יהודי",868,400,468,229,116,93,346,84,0.764623743042193,1135.19885812924,0.0967741935483871,NA,0.0738916256157636,0.795366795366795,"No Alerts",NA
205,2022,"חגלה","חגלה",96.0543252628287,"חגלה","HOGLA",0,NA,0,"no_red_alert",0.0559610705596107,TRUE,"2022",2011,"חגלה","HOGLA",1,"יהודי",864,397,467,213,120,104,347,79,0.764623743042193,1129.96752698578,0.0914351851851852,NA,0.0413625304136253,0.743682310469314,"No Alerts",NA
2052,2006,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,0,"temporal_distance == 6",0.279166666666667,FALSE,"2006",15743,"אביטל","AVITAL",1,NA,449,NA,NA,NA,NA,NA,NA,NA,1.3417111956734,334.64727837696,NA,34.5,0.2875,0.693740226508079,"No Alerts",-3
2052,2009,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,0,"temporal_distance == 6",0.444444444444444,FALSE,"2009",15753,"אביטל","AVITAL",1,NA,471,NA,NA,NA,NA,NA,NA,NA,1.3417111956734,351.044249700553,NA,33,0.375478927203065,0.703208556149733,"No Alerts",-2
2052,2013,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,0,"temporal_distance == 6",0.371647509578544,FALSE,"2013",15751,"אביטל","AVITAL",1,"יהודי",480,250,230,140,30,50,190,70,1.3417111956734,357.752101605659,0.145833333333333,38,0.272030651340996,0.696808510638298,"No Alerts",-1
2052,2015,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.611111111111111,TRUE,"2015",15747,"אביטל","AVITAL",1,"יהודי",500,260,240,150,30,60,190,70,1.3417111956734,372.658439172561,0.14,31,0.138888888888889,0.765171503957784,"1-2 Alerts",0
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.627986348122867,TRUE,"2019",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.177474402730375,0.793814432989691,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.627986348122867,TRUE,"2019",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.177474402730375,0.763020833333333,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.627986348122867,TRUE,"2019",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.212418300653595,0.793814432989691,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.627986348122867,TRUE,"2019",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.212418300653595,0.763020833333333,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.607843137254902,TRUE,"2019.2",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.177474402730375,0.793814432989691,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.607843137254902,TRUE,"2019.2",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.177474402730375,0.763020833333333,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.607843137254902,TRUE,"2019.2",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.212418300653595,0.793814432989691,"1-2 Alerts",NA
2052,2019,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.607843137254902,TRUE,"2019.2",15745,"אביטל","AVITAL",1,"יהודי",494,261,233,137,44,50,186,77,1.3417111956734,368.18653790249,0.15587044534413,NA,0.212418300653595,0.763020833333333,"1-2 Alerts",NA
2052,2020,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.727272727272727,TRUE,"2020",15739,"אביטל","AVITAL",1,"יהודי",494,269,222,129,46,49,192,78,1.3417111956734,368.18653790249,0.157894736842105,NA,0.157575757575758,0.79136690647482,"1-2 Alerts",NA
2052,2021,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.602006688963211,TRUE,"2021",15740,"אביטל","AVITAL",1,"יהודי",489,269,220,124,45,54,186,0,1.3417111956734,364.459953510765,0,NA,0.254180602006689,0.753148614609572,"1-2 Alerts",NA
2052,2022,"אביטל","אביטל",130.535945788176,"אביטל","AVITAL",1,6,1,"temporal_distance == 6",0.470948012232416,TRUE,"2022",15744,"אביטל","AVITAL",1,"יהודי",515,281,234,133,46,61,195,0,1.3417111956734,383.838192347738,0,NA,0.373088685015291,0.792270531400966,"1-2 Alerts",NA
2053,2006,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,0,"temporal_distance == 6",0.385026737967914,FALSE,"2006",15762,"פרזון","PERAZON",1,NA,313,NA,NA,NA,NA,NA,NA,NA,0.845837849935751,370.047285095808,NA,38,0.181818181818182,0.636438651799505,"No Alerts",-3
2053,2009,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,0,"temporal_distance == 6",0.482352941176471,FALSE,"2009",15761,"פרזון","PERAZON",1,NA,293,NA,NA,NA,NA,NA,NA,NA,0.845837849935751,346.402091159973,NA,37,0.305882352941176,0.605633802816901,"No Alerts",-2
2053,2013,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,0,"temporal_distance == 6",0.461928934010152,FALSE,"2013",15764,"פרזון","PERAZON",1,"יהודי",320,150,170,80,20,50,120,50,0.845837849935751,378.32310297335,0.15625,42.4,0.152284263959391,0.664429530201342,"No Alerts",-1
2053,2015,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.54625550660793,TRUE,"2015",15765,"פרזון","PERAZON",1,"יהודי",320,160,160,80,20,50,130,50,0.845837849935751,378.32310297335,0.15625,37.6,0.13215859030837,0.754966887417219,"1-2 Alerts",0
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.544303797468354,TRUE,"2019.2",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.147679324894515,0.711598746081505,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.544303797468354,TRUE,"2019.2",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.147679324894515,0.75,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.544303797468354,TRUE,"2019.2",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.154185022026432,0.711598746081505,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.544303797468354,TRUE,"2019.2",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.154185022026432,0.75,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.572687224669604,TRUE,"2019",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.147679324894515,0.711598746081505,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.572687224669604,TRUE,"2019",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.147679324894515,0.75,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.572687224669604,TRUE,"2019",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.154185022026432,0.711598746081505,"1-2 Alerts",NA
2053,2019,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.572687224669604,TRUE,"2019",15767,"פרזון","PERAZON",1,"יהודי",322,160,162,82,20,42,132,47,0.845837849935751,380.687622366933,0.145962732919255,NA,0.154185022026432,0.75,"1-2 Alerts",NA
2053,2020,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.641860465116279,TRUE,"2020",15754,"פרזון","PERAZON",1,"יהודי",363,174,188,94,25,52,146,46,0.845837849935751,429.160269935394,0.126721763085399,NA,0.134883720930233,0.744827586206897,"1-2 Alerts",NA
2053,2021,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.564102564102564,TRUE,"2021",15758,"פרזון","PERAZON",1,"יהודי",361,172,189,96,26,49,139,50,0.845837849935751,426.79575054181,0.138504155124654,NA,0.222222222222222,0.692982456140351,"1-2 Alerts",NA
2053,2022,"פרזון","פרזון",130.112705998516,"פרזון","PERAZON",1,6,1,"temporal_distance == 6",0.518672199170125,TRUE,"2022",15756,"פרזון","PERAZON",1,"יהודי",353,171,182,96,23,42,141,0,0.845837849935751,417.337672967476,0,NA,0.286307053941909,0.72972972972973,"1-2 Alerts",NA
2054,2006,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,0,"temporal_distance == 6",0.275862068965517,FALSE,"2006",15777,"מיטב","METAV",1,NA,379,NA,NA,NA,NA,NA,NA,NA,1.1396110456137,332.569609130018,NA,34.5,0.226600985221675,0.712401055408971,"No Alerts",-3
2054,2009,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,0,"temporal_distance == 6",0.483720930232558,FALSE,"2009",15770,"מיטב","METAV",1,NA,437,NA,NA,NA,NA,NA,NA,NA,1.1396110456137,383.464166727751,NA,29.5,0.311627906976744,0.665644171779141,"No Alerts",-2
2054,2013,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,0,"temporal_distance == 6",0.422413793103448,FALSE,"2013",15783,"מיטב","METAV",1,"יהודי",450,230,220,120,40,60,180,50,1.1396110456137,394.871567568623,0.111111111111111,35.5,0.202586206896552,0.678260869565217,"No Alerts",-1
2054,2015,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.588235294117647,TRUE,"2015",15782,"מיטב","METAV",1,"יהודי",460,250,220,120,30,60,190,60,1.1396110456137,403.64649129237,0.130434782608696,33.5,0.125,0.776203966005666,"1-2 Alerts",0
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.601351351351351,TRUE,"2019",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.125,0.785145888594164,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.601351351351351,TRUE,"2019",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.125,0.757333333333333,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.601351351351351,TRUE,"2019",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.106007067137809,0.785145888594164,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.601351351351351,TRUE,"2019",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.106007067137809,0.757333333333333,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.604240282685512,TRUE,"2019.2",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.125,0.785145888594164,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.604240282685512,TRUE,"2019.2",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.125,0.757333333333333,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.604240282685512,TRUE,"2019.2",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.106007067137809,0.785145888594164,"1-2 Alerts",NA
2054,2019,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.604240282685512,TRUE,"2019.2",15778,"מיטב","METAV",1,"יהודי",471,259,212,126,31,71,186,55,1.1396110456137,413.298907388492,0.116772823779193,NA,0.106007067137809,0.757333333333333,"1-2 Alerts",NA
2054,2020,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.677083333333333,TRUE,"2020",15769,"מיטב","METAV",1,"יהודי",458,247,211,116,32,72,184,54,1.1396110456137,401.89150654762,0.117903930131004,NA,0.163194444444444,0.774798927613941,"1-2 Alerts",NA
2054,2021,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.626415094339623,TRUE,"2021",15775,"מיטב","METAV",1,"יהודי",460,250,210,113,38,68,187,52,1.1396110456137,403.64649129237,0.11304347826087,NA,0.218867924528302,0.738161559888579,"1-2 Alerts",NA
2054,2022,"מיטב","מיטב",129.426453960867,"מיטב","METAV",1,6,1,"temporal_distance == 6",0.555172413793103,TRUE,"2022",15781,"מיטב","METAV",1,"יהודי",456,248,208,113,38,65,185,55,1.1396110456137,400.136521802871,0.120614035087719,NA,0.258620689655172,0.796703296703297,"1-2 Alerts",NA
2055,2006,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.0819672131147541,FALSE,"2006",15789,"מאור","MA'OR",1,NA,832,NA,NA,NA,NA,NA,NA,NA,0.986969785806204,842.984265542012,NA,58.5,0.204918032786885,0.730874523204069,"No Alerts",-3
2055,2009,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.209567198177677,FALSE,"2009",15790,"מאור","MA'OR",1,NA,997,NA,NA,NA,NA,NA,NA,NA,0.986969785806204,1010.16263551128,NA,55,0.20501138952164,0.730578512396694,"No Alerts",-2
2055,2013,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.220614828209765,FALSE,"2013",15797,"מאור","MA'OR",1,"יהודי",1170,570,600,390,90,120,510,60,0.986969785806204,1185.44662341845,0.0512820512820513,60.5,0.103074141048825,0.777310924369748,"No Alerts",-1
2055,2015,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.250409165302782,TRUE,"2015",15786,"מאור","MA'OR",1,"יהודי",1260,610,650,420,100,140,530,70,0.986969785806204,1276.63482521987,0.0555555555555556,59,0.104746317512275,0.805263157894737,"No Alerts",0
2055,2019,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.267341040462428,TRUE,"2019",15798,"מאור","MA'OR",1,"יהודי",1398,676,722,432,127,164,584,93,0.986969785806204,1416.45673464872,0.0665236051502146,NA,0.0708092485549133,0.7718715393134,"No Alerts",NA
2055,2019,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.267341040462428,TRUE,"2019",15798,"מאור","MA'OR",1,"יהודי",1398,676,722,432,127,164,584,93,0.986969785806204,1416.45673464872,0.0665236051502146,NA,0.0708092485549133,0.787741203178207,"No Alerts",NA
2055,2019,"מאור","מאור",103.219854549862,"מאור","MA'OR",0,NA,0,"no_red_alert",0.267341040462428,TRUE,"2019",15798,"מאור","MA'OR",1,"יהודי",1398,676,722,432,127,164,584,93,0.986969785806204,1416.45673464872,0.0665236051502146,NA,0.113669064748201,0.7718715393134,"No Alerts",NA
