"SEMEL_YISHUV","locality","loc","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","distance","SHEM_YISHUV"
173,"גבעת חיים (מאוחד)","גבעתחייםמאוחד",0.71747824041402,0.731535756154748,0.775229357798165,0.79147465437788,0.767494356659142,0.752519596864502,0.750281214848144,0.753363228699552,0.732824427480916,96.9355804016677,"גבעת חיים (מאוחד)"
175,"אביחיל","אביחיל",0.732648355422236,0.763574660633484,0.761554621848739,0.77449947312961,0.766460905349794,0.744918699186992,0.746693794506612,0.757390417940877,0.707193515704154,90.3078230626382,"אביחיל"
178,"רמת יוחנן","רמתיוחנן",0.658263729169189,0.688693098384728,0.702523240371846,0.710858585858586,0.704957678355502,0.678743961352657,0.686531585220501,0.6785290628707,0.677494199535963,144.953441149791,"רמת יוחנן"
182,"אבן יהודה","אבןיהודה",0.710359870417824,0.712839637719766,0.768309222423146,0.791331740169455,0.771076985660531,0.758328285887341,0.761852038248616,0.744626558052802,0.737849215461156,80.8533948484225,"אבן יהודה"
184,"רמת הכובש","רמתהכובש",1,0.7426597582038,0.754152823920266,0.77938808373591,0.776758409785933,0.798179059180577,0.795216741405082,0.76798825256975,0.762931034482759,80.2097469915762,"רמת הכובש"
186,"נעורים","נעורים",0.173959587849592,0.456692913385827,0.471698113207547,0.503184713375796,0.433526011560694,0.374358974358974,0.419540229885057,0.408284023668639,0.392405063291139,92.633531666875,"נעורים"
187,"כפר הס","כפרהס",0.850319752967325,0.784242424242424,0.786578657865787,0.792016806722689,0.770114942528736,0.77069457659372,0.761406844106464,0.75981308411215,0.765698219306467,82.5286377313926,"כפר הס"
189,"כפר פינס","כפרפינס",0.684752647613521,0.852941176470588,0.864306784660767,0.85632183908046,0.846774193548387,0.803191489361702,0.826771653543307,0.794871794871795,0.789473684210526,108.963341904812,"כפר פינס"
190,"כפר ויתקין","כפרויתקין",0.784696985010744,0.765849535080304,0.800751879699248,0.801622418879056,0.771692745376956,0.755349500713267,0.760543245175125,0.754273504273504,0.731994459833795,93.7388234535044,"כפר ויתקין"
191,"הדר עם","הדרעם",0.717768147345612,0.756410256410256,0.835680751173709,0.841163310961969,0.835294117647059,0.808219178082192,0.800387596899225,0.780534351145038,0.770642201834862,91.6211345128367,"הדר עם"
192,"כפר החורש","כפרהחורש",0.878264497288277,0.732186732186732,0.76,0.785882352941176,0.781052631578947,0.749478079331942,0.741596638655462,0.765690376569038,0.780793319415449,142.651847568477,"כפר החורש"
193,"כפר חיים","כפרחיים",0.868648910411622,0.76997578692494,0.808153477218225,0.8175,0.783653846153846,0.78436018957346,0.806976744186046,0.786542923433875,0.777522935779816,92.3278260605588,"כפר חיים"
194,"משמר השרון","משמרהשרון",0.682553214522524,0.653932584269663,0.677018633540373,0.675834970530452,0.671232876712329,0.675728155339806,0.677669902912621,0.684615384615385,0.647969052224371,92.6536586703493,"משמר השרון"
195,"קדימה-צורן","קדימהצורן",NA,0.716638434029738,0.744340654716822,0.778196338431402,0.761374795417349,0.757489300998573,0.754798402679376,0.743428571428571,0.742158985462419,83.7678062084039,"קדימה-צורן"
197,"מעברות","מעברות",0.825709616731437,0.768377253814147,0.771428571428571,0.79047619047619,0.797554347826087,0.769647696476965,0.758064516129032,0.775862068965517,0.739597315436242,93.2321847906772,"מעברות"
198,"צופית","צופית",0.934129400999085,0.792507204610951,0.786381842456609,0.786369593709043,0.749685534591195,0.737562189054726,0.747183979974969,0.73452380952381,0.731934731934732,77.2828131466143,"צופית"
200,"בית ינאי","ביתינאי",0.687073671233099,0.676156583629893,0.731391585760518,0.691588785046729,0.638436482084691,0.636963696369637,0.646464646464647,0.654237288135593,0.652597402597403,93.4677197826315,"בית ינאי"
204,"אלישיב","אלישיב",0.864618156706896,0.788113695090439,0.77728285077951,0.830835117773019,0.775898520084567,0.755888650963597,0.746268656716418,0.765560165975104,0.772540983606557,95.0954076483986,"אלישיב"
205,"חגלה","חגלה",1,0.836317135549872,0.824884792626728,0.837004405286344,0.819639278557114,0.792490118577075,0.791252485089463,0.795366795366795,0.743682310469314,96.0543252628287,"חגלה"
213,"משמרות","משמרות",1,0.744769874476987,0.771523178807947,0.799564270152505,0.795774647887324,0.798290598290598,0.816528925619835,0.811550151975684,0.791553133514986,108.631581194428,"משמרות"
217,"כפר הרא""ה","כפרהראה",0.645768827389745,0.827529021558872,0.853293413173653,0.846262341325811,0.820083682008368,0.796982167352538,0.782726045883941,0.758169934640523,0.772965879265092,96.1748302346093,"כפר הרא""ה"
219,"חיבת ציון","חיבתציון",0.830639631697522,0.784574468085106,0.816867469879518,0.857142857142857,0.817567567567568,0.821428571428571,0.799554565701559,0.827309236947791,0.792910447761194,96.978455508265,"חיבת ציון"
220,"כפר ביאליק","כפרביאליק",0.620114595346623,0.67639902676399,0.70935960591133,0.762589928057554,0.773504273504274,0.764331210191083,0.737634408602151,0.712121212121212,0.744725738396624,146.234785377445,"כפר ביאליק"
223,"עין עירון","עיןעירון",0.748171797996927,0.74251497005988,0.81994459833795,0.83547557840617,0.839416058394161,0.814814814814815,0.804020100502513,0.802439024390244,0.756501182033097,109.359985383768,"עין עירון"
224,"שושנת העמקים","שושנתהעמקים",0.470693319616076,0.601351351351351,0.643006263048017,0.723768736616702,0.711060948081264,0.70627802690583,0.710467706013363,0.697986577181208,0.717832957110609,90.7460163999435,"שושנת העמקים"
225,"גן השומרון","גןהשומרון",0.738636363636364,0.728155339805825,0.778169014084507,0.784722222222222,0.768982229402262,0.799363057324841,0.775834658187599,0.761526232114467,0.746105919003115,106.566250105614,"גן השומרון"
232,"שפיים","שפיים",0.766335936790482,0.758282208588957,0.777272727272727,0.788079470198676,0.793032786885246,0.769308943089431,0.764646464646465,0.776900296150049,0.780230326295585,75.1144130241108,"שפיים"
233,"כפר ידידיה","כפרידידיה",0.764539571360579,0.813211845102506,0.841004184100418,0.815950920245399,0.823651452282158,0.816115702479339,0.817248459958932,0.787449392712551,0.753424657534247,91.2391126709585,"כפר ידידיה"
235,"חבצלת השרון","חבצלתהשרון",1,0.691394658753709,0.670553935860058,0.654069767441861,0.663716814159292,0.627906976744186,0.651162790697674,0.624633431085044,0.614705882352941,91.1990048248044,"חבצלת השרון"
237,"שער העמקים","שערהעמקים",0.889801297648013,0.761194029850746,0.77962962962963,0.788808664259928,0.787658802177858,0.789855072463768,0.792418772563177,0.79144385026738,0.774021352313167,137.15057029536,"שער העמקים"
239,"גן חיים","גןחיים",0.826341631492807,0.795546558704453,0.815939278937381,0.848368522072937,0.817504655493482,0.798892988929889,0.791744840525328,0.802607076350093,0.795955882352941,76.521863928415,"גן חיים"
240,"יקנעם עילית","יקנעםעילית",0.635813186123304,0.654509136642746,0.684019453387218,0.723378054313306,0.699211437000057,0.69448951048951,0.694090959389178,0.671724287417362,0.675540062325041,127.591574621388,"יקנעם עילית"
241,"יקנעם (מושבה)","יקנעםמושבה",0.793174016371798,0.74423710208562,0.78046218487395,0.776530612244898,0.777006937561943,0.758349705304519,0.729166666666667,0.765225933202358,0.74288518155054,130.530513853442,"יקנעם (מושבה)"
242,"בית השיטה","ביתהשיטה",0.863189600507292,0.686813186813187,0.722672064777328,0.745526838966203,0.745210727969349,0.737957610789981,0.72822966507177,0.735265700483092,0.700285442435776,137.279132220902,"בית השיטה"
248,"בית שערים","ביתשערים",1,0.756487025948104,0.851769911504425,0.868085106382979,0.81104033970276,0.806315789473684,0.815195071868583,0.762,0.747148288973384,136.838289215896,"בית שערים"
250,"הזורע","הזורע",0.637252725729581,0.672433679354095,0.675294117647059,0.701670644391408,0.706349206349206,0.701890989988877,0.67439293598234,0.697036223929748,0.679389312977099,129.9364030484,"הזורע"
252,"ביתן אהרן","ביתןאהרן",1,0.647482014388489,0.720588235294118,0.678832116788321,0.761111111111111,0.38860103626943,0.36150234741784,0.408071748878924,0.3625,92.1336760962539,"ביתן אהרן"
254,"כפר המכבי","כפרהמכבי",0.741040965954461,0.670454545454545,0.692307692307692,0.692041522491349,0.708196721311475,0.690553745928339,0.700325732899023,0.693037974683544,0.727554179566563,144.501304159528,"כפר המכבי"
256,"ניר דוד (תל עמל)","נירדודתלעמל",0.932390381895332,0.75092936802974,0.773214285714286,0.76949740034662,0.788524590163934,0.745901639344262,0.760904684975767,0.7632,0.719188767550702,135.042294294452,"ניר דוד (תל עמל)"
259,"שדה נחום","שדהנחום",0.76096995751398,0.657370517928287,0.703448275862069,0.743093922651934,0.775757575757576,0.726396917148362,0.728597449908925,0.723051409618574,0.696801112656467,138.656866269525,"שדה נחום"
265,"בית יוסף","ביתיוסף",0.699940345993239,0.593103448275862,0.560747663551402,0.603715170278638,0.719887955182073,0.669398907103825,0.683923705722071,0.581967213114754,0.7289972899729,145.008582107623,"בית יוסף"
268,"טירת צבי","טירתצבי",0.801538730547298,0.782,0.789473684210526,0.797323135755258,0.807692307692308,0.757225433526012,0.781007751937985,0.77992277992278,0.756227758007117,132.422112127314,"טירת צבי"
269,"מולדת","מולדת",0.719066743163129,0.750397456279809,0.776785714285714,0.802037845705968,0.782771535580524,0.727272727272727,0.73561811505508,0.719194312796208,0.685164212910532,141.225525872924,"מולדת"
270,"עין השופט","עיןהשופט",0.651364354302557,0.638132295719844,0.641304347826087,0.643281807372176,0.607101947308133,0.598863636363636,0.595480225988701,0.618390804597701,0.588558855885589,124.458463217808,"עין השופט"
272,"מעוז חיים","מעוזחיים",0.586508296005503,0.646118721461187,0.646489104116223,0.646396396396396,0.663793103448276,0.619354838709677,0.616016427104723,0.606625258799172,0.607214428857715,140.082025831536,"מעוז חיים"
276,"צור משה","צורמשה",0.925425285627575,0.80437756497948,0.808433734939759,0.795481569560048,0.779484366428963,0.783060109289617,0.772629310344828,0.766929133858268,0.751906456532791,86.5786062173488,"צור משה"
278,"אושה","אושה",0.778295888088173,0.654320987654321,0.688427299703264,0.723032069970845,0.741046831955923,0.699731903485255,0.706521739130435,0.722513089005236,0.71712158808933,145.068629399528,"אושה"
284,"שדה ורבורג","שדהורבורג",0.717701882948902,0.773609314359638,0.802950474183351,0.811640211640212,0.789847715736041,0.742,0.734468937875752,0.756513026052104,0.723258096172718,77.6882803266011,"שדה ורבורג"
285,"אלונים","אלונים",0.593264700750305,0.7,0.762278978388998,0.789168278529981,0.773879142300195,0.781496062992126,0.735812133072407,0.783464566929134,0.758157389635317,137.734507699864,"אלונים"
287,"תל יצחק","תליצחק",0.545885067886115,0.82018927444795,0.832831325301205,0.845925925925926,0.81447963800905,0.819018404907976,0.807339449541284,0.326687116564417,0.335285505124451,80.7572408101525,"תל יצחק"
288,"בית יהושע","ביתיהושע",0.778905023547881,0.811224489795918,0.795384615384615,0.801815431164902,0.766759776536313,0.752112676056338,0.751753155680224,0.756291390728477,0.733921815889029,81.0957942673354,"בית יהושע"
290,"מעין צבי","מעיןצבי",0.786762093294757,0.675324675324675,0.71356783919598,0.719155844155844,0.716440422322775,0.731054977711738,0.720059880239521,0.70414201183432,0.704678362573099,115.399963772174,"מעיין צבי"
295,"כפר רופין","כפררופין",0.615589606928714,0.675949367088608,0.675,0.676767676767677,0.696891191709845,0.657963446475196,0.66751269035533,0.71,0.680798004987531,136.603838074382,"כפר רופין"
296,"נווה איתן","נווהאיתן",1,0.655813953488372,0.627358490566038,0.615720524017467,0.648936170212766,0.629032258064516,0.654450261780105,0.58695652173913,0.626315789473684,138.902837375694,"נווה איתן"
298,"מסילות","מסילות",0.761387711864407,0.607802874743327,0.644067796610169,0.671081677704194,0.666666666666667,0.658256880733945,0.646511627906977,0.645977011494253,0.643020594965675,135.519299937511,"מסילות"
300,"דליה","דליה",0.770327467141902,0.721556886227545,0.734328358208955,0.77910447761194,0.756838905775076,0.729646697388633,0.754545454545455,0.756676557863502,0.72463768115942,122.513894869593,"דלייה"
304,"שדה אליהו","שדהאליהו",0.661500501195158,0.672131147540984,0.65546218487395,0.661616161616162,0.653721682847896,0.578861788617886,0.614886731391586,0.615863141524106,0.612307692307692,133.087994346374,"שדה אליהו"
310,"כפר גליקסון","כפרגליקסון",0.706462682299114,0.697416974169742,0.722433460076046,0.746153846153846,0.767025089605735,0.75886524822695,0.753521126760563,0.766550522648084,0.711340206185567,111.484449580653,"כפר גליקסון"
312,"נווה ים","נווהים",0.617103338209868,0.731428571428571,0.73972602739726,0.795121951219512,0.729857819905213,0.77511961722488,0.752380952380952,0.728571428571429,0.734597156398104,126.832719738099,"נווה ים"
313,"אפק","אפק",0.834218038549555,0.70959595959596,0.71608040201005,0.738498789346247,0.767676767676768,0.734406438631791,0.765285996055227,0.759152215799615,0.768382352941177,149.651313367421,"אפק"
316,"כפר נטר","כפרנטר",0.827094474153298,0.818950930626058,0.798816568047337,0.80952380952381,0.821428571428571,0.781842818428184,0.790502793296089,0.78909612625538,0.770538243626062,82.2015794100824,"כפר נטר"
317,"בית אורן","ביתאורן",0.784981343283582,0.585820895522388,0.638059701492537,0.689285714285714,0.655629139072848,0.667752442996743,0.64797507788162,0.662721893491124,0.639664804469274,134.67232264995,"בית אורן"
326,"בית יצחק-שער חפר","ביתיצחקשערחפר",0.777297659277989,0.779971791255289,0.793610223642172,0.805813234384663,0.785980148883375,0.767801857585139,0.767627222562845,0.778787878787879,0.762967430639324,88.8046985349083,"בית יצחק-שער חפר"
327,"שדות ים","שדותים",0.874293859880682,0.755593803786575,0.782324058919804,0.813186813186813,0.831896551724138,0.826647564469914,0.805322128851541,0.821329639889197,0.805073431241656,105.863187295005,"שדות ים"
335,"רמת השופט","רמתהשופט",0.83753094851874,0.659420289855073,0.716393442622951,0.716981132075472,0.717270194986072,0.70873786407767,0.709413369713506,0.706594885598923,0.676178660049628,125.718052795679,"רמת השופט"
339,"רמת צבי","רמתצבי",0.802673607003431,0.734104046242775,0.798449612403101,0.832911392405063,0.838202247191011,0.836322869955157,0.795964125560538,0.837606837606838,0.790983606557377,139.438727397958,"רמת צבי"
343,"חמדיה","חמדיה",0.800010646792654,0.678200692041522,0.718032786885246,0.720634920634921,0.708474576271186,0.733333333333333,0.690553745928339,0.697160883280757,0.68955223880597,140.416135538933,"חמדיה"
344,"מענית","מענית",0.903663676645412,0.753303964757709,0.817248459958932,0.845360824742268,0.825602968460111,0.81021897810219,0.809782608695652,0.817051509769094,0.802721088435374,107.639247973594,"מענית"
353,"בית זיד","ביתזיד",NA,NA,0.481481481481481,0.62962962962963,0.619469026548673,0.649122807017544,0.654867256637168,0.571428571428571,0.638888888888889,135.750374265824,"בית זיד"
360,"גבעת ניל""י","גבעתנילי",0.764852684118527,0.73374613003096,0.79155672823219,0.808252427184466,0.835648148148148,0.763341067285383,0.776765375854214,0.768018018018018,0.76457399103139,117.15455969729,"גבעת ניל""י"
367,"עין העמק","עיןהעמק",0.551779563719862,0.671517671517671,0.667307692307692,0.757685352622061,0.801056338028169,0.798290598290598,0.801694915254237,0.764510779436153,0.792663476874003,126.962563673202,"עין העמק"
369,"גלעד (אבן יצחק)","גלעדאבןיצחק",0.758620689655172,0.701754385964912,0.698275862068966,0.759776536312849,0.752659574468085,0.740540540540541,0.769647696476965,0.795640326975477,0.777173913043478,119.689365174103,"גלעד (אבן יצחק)"
373,"בית הלוי","ביתהלוי",0.848019981230649,0.76905311778291,0.820675105485232,0.818713450292398,0.813102119460501,0.803001876172608,0.79182156133829,0.776536312849162,0.764705882352941,93.030674661978,"בית הלוי"
375,"מגל","מגל",0.96206167292147,0.808,0.838945827232797,0.836820083682008,0.816708229426434,0.8025,0.776951672862453,0.820265379975875,0.774886877828054,101.165672776272,"מגל"
377,"המעפיל","המעפיל",0.81534092920824,0.709534368070953,0.784452296819788,0.770577933450088,0.773162939297125,0.750793650793651,0.776729559748428,0.74414976599064,0.741935483870968,98.0504010876445,"המעפיל"
379,"גאולים","גאולים",0.66496531397146,0.708688245315162,0.697674418604651,0.816074188562597,0.781710914454277,0.763425253991292,0.739507959479016,0.725714285714286,0.73370319001387,88.1454503218273,"גאולים"
382,"מכמורת","מכמורת",0.755139566590126,0.670385395537525,0.698189134808853,0.708653846153846,0.700478468899521,0.673933649289099,0.664114832535885,0.690140845070423,0.677301731996354,96.1869912579065,"מכמורת"
383,"עין הנצי""ב","עיןהנציב",0.877826972501529,0.775656324582339,0.804295942720764,0.776223776223776,0.797297297297297,0.735849056603774,0.762672811059908,0.71824480369515,0.714611872146119,135.021790111456,"עין הנצי""ב"
386,"בני דרור","בנידרור",0.711385669327282,0.736520854526958,0.704457364341085,0.72147001934236,0.801792828685259,0.800202839756592,0.800203873598369,0.586734693877551,0.532307692307692,82.5722375167937,"בני דרור"
387,"כפר מונש","כפרמונש",0.775462247232701,0.754807692307692,0.80327868852459,0.794498381877023,0.764423076923077,0.788216560509554,0.734076433121019,0.744372990353698,0.751602564102564,92.0088371469402,"כפר מונש"
388,"כפר קיש","כפרקיש",0.629087402472166,0.686792452830189,0.687687687687688,0.74331550802139,0.752314814814815,0.719817767653758,0.726244343891403,0.715811965811966,0.688391038696538,148.605162606834,"כפר קיש"
389,"בצרה","בצרה",0.80082265264977,0.7671875,0.795093795093795,0.804630969609262,0.75,0.772200772200772,0.745123537061118,0.738853503184713,0.742927429274293,76.889816464869,"בצרה"
407,"דברת","דברת",0.74382292381606,0.649193548387097,0.733870967741935,0.693617021276596,0.682119205298013,0.693290734824281,0.703363914373089,0.729106628242075,0.693548387096774,141.364848538776,"דברת"
