"SEMEL_YISHUV","locality","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","loc","distance","SHEM_YISHUV","SHEM_YISHUV_ENGLISH"
96,"יגור",0.0125,0.0311778290993072,0.0485327313769752,0.0314606741573034,0.0419806243272336,0.0471092077087794,0.0488599348534202,0.0374862183020948,0.0415730337078652,"יגור",138.037130311087,"יגור","YAGUR"
97,"מרחביה (מושב)",0.0801186943620178,0.191214470284238,0.195822454308094,0.17005076142132,0.157142857142857,0.153301886792453,0.209677419354839,0.151515151515152,0.152073732718894,"מרחביהמושב",135.235587226044,"מרחביה (מושב)","MERHAVYA(MOSHAV)"
99,"מצפה רמון",0.099702380952381,0.236413043478261,0.322076612903226,0.279102384291725,0.304513064133017,0.309879518072289,0.3739336492891,0.255913978494624,0.263238289205703,"מצפהרמון",78.5084245751327,"מצפה רמון","MIZPE RAMON"
102,"מאיר שפיה",0,0.125,0.134615384615385,0.244897959183673,0.277777777777778,0.290322580645161,0.326923076923077,0.196428571428571,0.377358490566038,"מאירשפיה",118.615819743464,"מאיר שפיה","ME'IR SHEFEYA"
103,"תל עדשים",0.0753623188405797,0.246153846153846,0.165120593692022,0.181372549019608,0.191964285714286,0.193302891933029,0.247692307692308,0.182621502209131,0.214714714714715,"תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM"
104,"מזרע",0.00680272108843537,0.0344086021505376,0.0231578947368421,0.0147368421052632,0.028,0.0349075975359343,0.0362173038229376,0.0216962524654832,0.0306748466257669,"מזרע",138.374074525615,"מזרע","MIZRA"
106,"כפר גדעון",0.0260869565217391,0.181818181818182,0.114035087719298,0.0846153846153846,0.172413793103448,0.207142857142857,0.26865671641791,0.177777777777778,0.14,"כפרגדעון",138.095299723274,"כפר גדעון","KEFAR GID'ON"
112,"כפר חסידים א'",0.0865671641791045,0.215686274509804,0.142131979695431,0.165816326530612,0.163265306122449,0.186224489795918,0.259640102827764,0.161125319693095,0.163588390501319,"כפרחסידיםא",138.416943385426,"כפר חסידים א'","KEFAR HASIDIM ALEF"
113,"אדירים",0.377483443708609,0.339869281045752,0.251612903225806,0.35,0.548571428571429,0.43979057591623,0.601092896174863,0.466666666666667,0.386363636363636,"אדירים",128.30456608428,"אדירים","ADDIRIM"
115,"חופית",0.0223123732251521,0.0859375,0.096045197740113,0.0780399274047187,0.0747126436781609,0.0806142034548944,0.0923076923076923,0.0716783216783217,0.073943661971831,"חופית",94.152194957121,"חופית","HOFIT"
122,"רמת ישי",0.076025592773805,0.213911972914743,0.217081850533808,0.208055290753098,0.237950397753861,0.249164677804296,0.30325932923949,0.226657329598506,0.234902411021814,"רמתישי",137.569672006859,"רמת ישי","RAMAT YISHAY"
126,"שריד",0.00235849056603774,0.0285714285714286,0.0622568093385214,0.0417457305502846,0.0403669724770642,0.0457875457875458,0.051948051948052,0.0543071161048689,0.0507518796992481,"שריד",135.613537934856,"שריד","SARID"
130,"משמר העמק",0.00512820512820513,0.0135363790186125,0.019578313253012,0.0178041543026706,0.0195804195804196,0.0222531293463143,0.0237762237762238,0.0205479452054795,0.0168302945301543,"משמרהעמק",127.754958164979,"משמר העמק","MISHMAR HAEMEQ"
132,"כפר ברוך",0.0753424657534247,0.194285714285714,0.216450216450216,0.22265625,0.222996515679443,0.247422680412371,0.261324041811847,0.216312056737589,0.202985074626866,"כפרברוך",133.227390568458,"כפר ברוך","KEFAR BARUKH"
133,"גבת",0.00888888888888889,0.0302375809935205,0.0278330019880716,0.0280373831775701,0.0380434782608696,0.0322003577817531,0.0526315789473684,0.0361663652802893,0.0316901408450704,"גבת",136.538311818503,"גבת","GEVAT"
134,"יפעת",0.00453514739229025,0.0504385964912281,0.0489236790606654,0.0615942028985507,0.0804020100502513,0.096,0.111287758346582,0.0963665086887836,0.0941358024691358,"יפעת",137.721386966089,"יפעת","YIF'AT"
135,"רמת דוד",0.0252100840336134,0.0635593220338983,0.0645161290322581,0.0599250936329588,0.0539568345323741,0.0734265734265734,0.119298245614035,0.0753424657534247,0.0819672131147541,"רמתדוד",135.449376654464,"רמת דוד","RAMAT DAWID"
139,"עין שמר",0,0.0292682926829268,0.0354609929078014,0.0319634703196347,0.0396270396270396,0.0304449648711944,0.0444964871194379,0.037914691943128,0.0281995661605206,"עיןשמר",107.314308736751,"עין שמר","EN SHEMER"
140,"כפר יהושע",0.0188679245283019,0.0726872246696035,0.0632911392405063,0.0512820512820513,0.0540540540540541,0.0581039755351682,0.0837070254110613,0.0563165905631659,0.079136690647482,"כפריהושע",133.461984250908,"כפר יהושע","KEFAR YEHOSHUA"
141,"ברק",0.111111111111111,0.187878787878788,0.193069306930693,0.3125,0.384259259259259,0.407079646017699,0.422018348623853,0.388059701492537,0.365296803652968,"ברק",127.398381145244,"ברק","BARAQ"
142,"שדה יעקב",0.0457746478873239,0.172727272727273,0.15695067264574,0.175475687103594,0.218253968253968,0.248987854251012,0.29940119760479,0.225296442687747,0.243295019157088,"שדהיעקב",135.650286558412,"שדה יעקב","SEDE YA'AQOV"
145,"גדיש",0.284810126582278,0.441860465116279,0.411764705882353,0.666666666666667,0.814432989690722,0.765957446808511,0.8,0.791044776119403,0.741626794258373,"גדיש",127.848213385516,"גדיש","GADISH"
146,"דבורה",0.0845070422535211,0.184397163120567,0.158536585365854,0.149068322981366,0.22360248447205,0.212121212121212,0.25974025974026,0.160839160839161,0.215827338129496,"דבורה",128.102766259865,"דבורה","DEVORA"
154,"תל מונד",0.0918032786885246,0.23474855729596,0.196028420477318,0.213093709884467,0.235493914520238,0.240567375886525,0.275035260930889,0.214127423822715,0.215477412731006,"תלמונד",79.2941120279761,"תל מונד","TEL MOND"
157,"עין ורד",0.0371681415929204,0.0784615384615385,0.0625,0.0710900473933649,0.0576923076923077,0.0524515393386545,0.072189349112426,0.0430939226519337,0.0706955530216648,"עיןורד",84.1144268104242,"עין ורד","EN WERED"
162,"חירות",0.0173010380622837,0.0720858895705521,0.0497159090909091,0.0504201680672269,0.0471204188481675,0.0395256916996047,0.0452729693741678,0.0332005312084993,0.0388219544846051,"חירות",81.4030868366877,"חירות","HERUT"
164,"מלאה",0.25,0.395209580838323,0.323383084577114,0.536231884057971,0.589285714285714,0.6,0.702586206896552,0.625570776255708,0.516279069767442,"מלאה",127.752883152997,"מלאה","MELE'A"
165,"ניר יפה",0.0428571428571429,0.183962264150943,0.246212121212121,0.332247557003257,0.361204013377926,0.389261744966443,0.461538461538462,0.414556962025316,0.312312312312312,"ניריפה",128.746959570369,"ניר יפה","NIR YAFE"
167,"עין החורש",0.0103305785123967,0.0276134122287968,0.0196463654223969,0.0168539325842697,0.0125,0.0162162162162162,0.0239410681399632,0.0113851992409867,0.00735294117647059,"עיןהחורש",96.8808871069419,"עין החורש","EN HAHORESH"
168,"כפר יונה",0.109389079113354,0.266941326893025,0.249648914335098,0.279595535629114,0.349056603773585,0.34033540802213,0.398874544852698,0.315920198702027,0.321790540540541,"כפריונה",88.1957249024117,"כפר יונה","KEFAR YONA"
170,"כפר יעבץ",0.133802816901408,0.397515527950311,0.27810650887574,0.433155080213904,0.516483516483517,0.495934959349593,0.603723404255319,0.473544973544974,0.464387464387464,"כפריעבץ",87.0393975156536,"כפר יעבץ","KEFAR YA'BEZ"
171,"פרדסיה",0.0717488789237668,0.212186160440906,0.18385269121813,0.196083763937993,0.230668756530825,0.240976645435244,0.28412403922608,0.213175425610659,0.228010052547407,"פרדסיה",87.4936899723056,"פרדסייה","PARDESIYYA"
173,"גבעת חיים (מאוחד)",0.00991735537190083,0.0338164251207729,0.0414814814814815,0.0381231671554252,0.0546528803545052,0.0461997019374069,0.0674662668665667,0.0327380952380952,0.0477611940298507,"גבעתחייםמאוחד",96.9355804016677,"גבעת חיים (מאוחד)","GIV'AT HAYYIM(ME'UHAD)"
175,"אביחיל",0.0349417637271215,0.129657228017884,0.0988857938718663,0.105191256830601,0.111559139784946,0.116120218579235,0.156889495225102,0.11978465679677,0.141210374639769,"אביחיל",90.3078230626382,"אביחיל","AVIHAYIL"
178,"רמת יוחנן",0.00717703349282297,0.0321199143468951,0.0626185958254269,0.053475935828877,0.0549828178694158,0.053475935828877,0.0643478260869565,0.0595446584938704,0.0601374570446735,"רמתיוחנן",144.953441149791,"רמת יוחנן","RAMAT YOHANAN"
182,"אבן יהודה",0.0867647058823529,0.206053769505546,0.184023668639053,0.189819285418678,0.210658555937583,0.2112,0.246884115619199,0.189003436426117,0.196152346288834,"אבןיהודה",80.8533948484225,"אבן יהודה","EVEN YEHUDA"
184,"רמת הכובש",0.0192771084337349,0.034965034965035,0.0376106194690266,0.0331262939958592,0.0393700787401575,0.0361216730038023,0.0526315789473684,0.0325047801147228,0.0415879017013233,"רמתהכובש",80.2097469915762,"רמת הכובש","RAMAT HAKOVESH"
186,"נעורים",0,0.0701754385964912,0.216216216216216,0.177215189873418,0.146666666666667,0.152777777777778,0.219178082191781,0.134328358208955,0.114754098360656,"נעורים",92.633531666875,"נעורים","NE'URIM"
187,"כפר הס",0.0249554367201426,0.0868217054263566,0.0687237026647966,0.0638297872340425,0.054726368159204,0.054320987654321,0.0749063670411985,0.0381773399014778,0.0489596083231334,"כפרהס",82.5286377313926,"כפר הס","KEFAR HESS"
189,"כפר פינס",0.0641025641025641,0.208494208494208,0.106529209621993,0.181818181818182,0.152866242038217,0.165562913907285,0.230031948881789,0.121311475409836,0.131410256410256,"כפרפינס",108.963341904812,"כפר פינס","KEFAR PINES"
190,"כפר ויתקין",0.0204313280363224,0.0698447893569845,0.0480678605089538,0.033271719038817,0.0462107208872458,0.043519394512772,0.0490566037735849,0.0264400377714825,0.0417853751187085,"כפרויתקין",93.7388234535044,"כפר ויתקין","KEFAR VITKIN"
191,"הדר עם",0.0316901408450704,0.10580204778157,0.0929577464788732,0.0638297872340425,0.0705882352941176,0.0871670702179177,0.109223300970874,0.078239608801956,0.080952380952381,"הדרעם",91.6211345128367,"הדר עם","HADAR AM"
192,"כפר החורש",0.00735294117647059,0.0372881355932203,0.043343653250774,0.0694864048338369,0.0704607046070461,0.0784313725490196,0.0968660968660969,0.0792349726775956,0.0748663101604278,"כפרהחורש",142.651847568477,"כפר החורש","KEFAR HAHORESH"
193,"כפר חיים",0.0337837837837838,0.110759493670886,0.0660660660660661,0.0705521472392638,0.08,0.0876132930513595,0.0838150289017341,0.0857988165680473,0.0917159763313609,"כפרחיים",92.3278260605588,"כפר חיים","KEFAR HAYYIM"
194,"משמר השרון",0.00687285223367698,0.0380622837370242,0.0642201834862385,0.0523255813953488,0.0408163265306122,0.0373563218390805,0.0515759312320917,0.050561797752809,0.0479041916167665,"משמרהשרון",92.6536586703493,"משמר השרון","MISHMAR HASHARON"
195,"קדימה-צורן",NA,0.219201697387614,0.203048572403595,0.205198092086051,0.21871496334627,0.215388574369532,0.257890685142417,0.196024674434544,0.207239592041465,"קדימהצורן",83.7678062084039,"קדימה-צורן","QADIMA-ZORAN"
197,"מעברות",0.0115163147792706,0.0273224043715847,0.0265017667844523,0.0275387263339071,0.0291095890410959,0.0264550264550265,0.0372340425531915,0.0239316239316239,0.0255009107468124,"מעברות",93.2321847906772,"מעברות","MA'BAROT"
198,"צופית",0.0336842105263158,0.111313868613139,0.113752122241087,0.09,0.075503355704698,0.0640809443507589,0.0887772194304858,0.0698051948051948,0.0764331210191083,"צופית",77.2828131466143,"צופית","ZOFIT"
200,"בית ינאי",0.0206185567010309,0.0591397849462366,0.0575221238938053,0.036036036036036,0.0561224489795918,0.0621761658031088,0.0833333333333333,0.0572916666666667,0.0447761194029851,"ביתינאי",93.4677197826315,"בית ינאי","BET YANNAY"
204,"אלישיב",0.150735294117647,0.317725752508361,0.298550724637681,0.405684754521964,0.44141689373297,0.463068181818182,0.545714285714286,0.41304347826087,0.424403183023873,"אלישיב",95.0954076483986,"אלישיב","ELYASHIV"
205,"חגלה",0.00986842105263158,0.0771604938271605,0.0560224089635854,0.0476190476190476,0.0563725490196078,0.0498753117206983,0.100502512562814,0.0689655172413793,0.0559610705596107,"חגלה",96.0543252628287,"חגלה","HOGLA"
213,"משמרות",0.00671140939597315,0.0338983050847458,0.0643776824034335,0.0657534246575342,0.057649667405765,0.0642398286937901,0.0708502024291498,0.0468164794007491,0.0843373493975904,"משמרות",108.631581194428,"משמרות","MISHMAROT"
217,"כפר הרא""ה",0.0542168674698795,0.220883534136546,0.131810193321617,0.225375626043406,0.200680272108844,0.158347676419966,0.271626297577855,0.155440414507772,0.186006825938567,"כפרהראה",96.1748302346093,"כפר הרא""ה","KEFAR HARO'E"
219,"חיבת ציון",0.0722433460076046,0.170068027210884,0.0946745562130177,0.136627906976744,0.0964187327823691,0.108991825613079,0.119777158774373,0.0703883495145631,0.105882352941176,"חיבתציון",96.978455508265,"חיבת ציון","HIBBAT ZIYYON"
220,"כפר ביאליק",0.0413533834586466,0.144404332129964,0.126315789473684,0.157728706624606,0.182825484764543,0.233333333333333,0.244047619047619,0.201219512195122,0.244318181818182,"כפרביאליק",146.234785377445,"כפר ביאליק","KEFAR BIALIK"
223,"עין עירון",0.0311111111111111,0.0728744939271255,0.0472972972972973,0.04,0.0553935860058309,0.0606060606060606,0.0846394984326019,0.0396341463414634,0.075,"עיןעירון",109.359985383768,"עין עירון","EN IRON"
224,"שושנת העמקים",0.102678571428571,0.229885057471264,0.250814332247557,0.297619047619048,0.371428571428571,0.369774919614148,0.397476340694006,0.368589743589744,0.337539432176656,"שושנתהעמקים",90.7460163999435,"שושנת העמקים","SHOSHANNAT HAAMAQIM"
225,"גן השומרון",0.0402298850574713,0.102150537634409,0.0950226244343891,0.0730088495575221,0.0987394957983193,0.107569721115538,0.11522633744856,0.0793319415448852,0.0981210855949896,"גןהשומרון",106.566250105614,"גן השומרון","GAN HASHOMERON"
232,"שפיים",0.0136986301369863,0.0518638573743922,0.0366568914956012,0.023876404494382,0.0258732212160414,0.0304635761589404,0.0423280423280423,0.0292993630573248,0.0307881773399015,"שפיים",75.1144130241108,"שפיים","SHEFAYIM"
233,"כפר ידידיה",0.0278745644599303,0.0366197183098592,0.0497512437810945,0.0603015075376884,0.0580808080808081,0.0761421319796954,0.0879396984924623,0.0565552699228792,0.0626631853785901,"כפרידידיה",91.2391126709585,"כפר ידידיה","KEFAR YEDIDYA"
235,"חבצלת השרון",0.0530612244897959,0.137931034482759,0.117903930131004,0.132420091324201,0.201793721973094,0.200934579439252,0.209821428571429,0.206572769953052,0.15311004784689,"חבצלתהשרון",91.1990048248044,"חבצלת השרון","HAVAZZELET HASHARON"
237,"שער העמקים",0,0.0123762376237624,0.0142517814726841,0.00688073394495413,0.0138568129330254,0.0137614678899083,0.011441647597254,0.0112612612612613,0.00928074245939675,"שערהעמקים",137.15057029536,"שער העמקים","SHA'AR HAAMAQIM"
239,"גן חיים",0.0277777777777778,0.0664961636828645,0.0560747663551402,0.0683371298405467,0.0888382687927107,0.0854503464203233,0.0971563981042654,0.0515222482435597,0.0627906976744186,"גןחיים",76.521863928415,"גן חיים","GAN HAYYIM"
240,"יקנעם עילית",0.120059106021426,0.286107290233838,0.365925474667479,0.312126155519304,0.350825568088933,0.346948699246292,0.414909819639279,0.327900754074434,0.331366532924239,"יקנעםעילית",127.591574621388,"יקנעם עילית","YOQNE'AM ILLIT"
241,"יקנעם (מושבה)",0.0176565008025682,0.0933333333333333,0.0649526387009472,0.0501981505944518,0.070242656449553,0.0713359273670558,0.0900409276944066,0.0667522464698331,0.0739762219286658,"יקנעםמושבה",130.530513853442,"יקנעם (מושבה)","YOQNE'AM(MOSHAVA)"
242,"בית השיטה",0.0149253731343284,0.0465489566613162,0.0491573033707865,0.0591397849462366,0.055627425614489,0.0549019607843137,0.082010582010582,0.0622516556291391,0.046448087431694,"ביתהשיטה",137.279132220902,"בית השיטה","BET HASHITTA"
248,"בית שערים",0.063768115942029,0.13563829787234,0.153645833333333,0.117647058823529,0.105540897097625,0.133507853403141,0.143939393939394,0.0997375328083989,0.114795918367347,"ביתשערים",136.838289215896,"בית שערים","BET SHE'ARIM"
250,"הזורע",0.010507880910683,0.0137931034482759,0.0157894736842105,0.0307167235494881,0.0418679549114332,0.0333333333333333,0.0245901639344262,0.0236220472440945,0.0192926045016077,"הזורע",129.9364030484,"הזורע","HAZOREA"
252,"ביתן אהרן",0.0814977973568282,0.122222222222222,0.0618556701030928,0.0760869565217391,0.117647058823529,0.08,0.181818181818182,0.120879120879121,0.114942528735632,"ביתןאהרן",92.1336760962539,"ביתן אהרן","BITAN AHARON"
254,"כפר המכבי",0.00578034682080925,0.0451977401129944,0.0456852791878173,0.045,0.0601851851851852,0.0660377358490566,0.0697674418604651,0.0642201834862385,0.0553191489361702,"כפרהמכבי",144.501304159528,"כפר המכבי","KEFAR HAMAKKABBI"
256,"ניר דוד (תל עמל)",0.00731707317073171,0.00498753117206983,0.00464037122969838,0.018018018018018,0.0313152400835073,0.021978021978022,0.0404255319148936,0.0230607966457023,0.0196936542669584,"נירדודתלעמל",135.042294294452,"ניר דוד (תל עמל)","NIR DAWID (TEL AMAL)"
259,"שדה נחום",0.0377358490566038,0.0727272727272727,0.113300492610837,0.112359550561798,0.201044386422977,0.208,0.31328320802005,0.236781609195402,0.267605633802817,"שדהנחום",138.656866269525,"שדה נחום","SEDE NAHUM"
265,"בית יוסף",0.114457831325301,0.348837209302326,0.271186440677966,0.465968586387435,0.635294117647059,0.624489795918367,0.716,0.671361502347418,0.574626865671642,"ביתיוסף",145.008582107623,"בית יוסף","BET YOSEF"
268,"טירת צבי",0.0478723404255319,0.223650385604113,0.107655502392345,0.197590361445783,0.116945107398568,0.142857142857143,0.2125,0.108910891089109,0.14622641509434,"טירתצבי",132.422112127314,"טירת צבי","TIRAT ZEVI"
269,"מולדת",0.0319148936170213,0.0955414012738854,0.0751445086705202,0.0638686131386861,0.0558213716108453,0.0767888307155323,0.0931780366056572,0.070840197693575,0.0711920529801325,"מולדת",141.225525872924,"מולדת","MOLEDET"
270,"עין השופט",0.00632911392405063,0.0225872689938398,0.026615969581749,0.0240740740740741,0.0339622641509434,0.0438095238095238,0.0398481973434535,0.031657355679702,0.0168539325842697,"עיןהשופט",124.458463217808,"עין השופט","EN HASHOFET"
272,"מעוז חיים",0.0198675496688742,0.0530035335689046,0.0566037735849057,0.0559440559440559,0.0488599348534202,0.0763888888888889,0.0866666666666667,0.0614334470989761,0.0561056105610561,"מעוזחיים",140.082025831536,"מעוז חיים","MA'OZ HAYYIM"
276,"צור משה",0.0531914893617021,0.111396743787489,0.115931189229619,0.102544910179641,0.10530035335689,0.106918238993711,0.13268156424581,0.0896646132785763,0.106973595125254,"צורמשה",86.5786062173488,"צור משה","ZUR MOSHE"
278,"אושה",0.0099009900990099,0.037914691943128,0.0833333333333333,0.0604838709677419,0.0446096654275093,0.0689655172413793,0.0769230769230769,0.0869565217391304,0.0975609756097561,"אושה",145.068629399528,"אושה","USHA"
284,"שדה ורבורג",0.0467289719626168,0.129848229342327,0.101583113456464,0.0941176470588235,0.0823680823680824,0.087719298245614,0.105191256830601,0.0755968169761273,0.0818553888130969,"שדהורבורג",77.6882803266011,"שדה ורבורג","SEDE WARBURG"
285,"אלונים",0.00882352941176471,0.0317919075144509,0.0335917312661499,0.0421836228287841,0.0404040404040404,0.0606060606060606,0.0586666666666667,0.0606060606060606,0.0712468193384224,"אלונים",137.734507699864,"אלונים","ALLONIM"
287,"תל יצחק",0.0252365930599369,0.105788423153693,0.115173674588665,0.091710758377425,0.0931098696461825,0.107547169811321,0.110679611650485,0.123222748815166,0.101321585903084,"תליצחק",80.7572408101525,"תל יצחק","TEL YIZHAQ"
288,"בית יהושע",0.061381074168798,0.161764705882353,0.138132295719844,0.111531190926276,0.0948905109489051,0.0996240601503759,0.121722846441948,0.0928196147110333,0.0863557858376511,"ביתיהושע",81.0957942673354,"בית יהושע","BET YEHOSHUA"
290,"מעין צבי",0.0201149425287356,0.0668523676880223,0.0566037735849057,0.0497737556561086,0.0632911392405063,0.0631364562118126,0.0878661087866109,0.0546218487394958,0.0686070686070686,"מעיןצבי",115.399963772174,"מעיין צבי","MA'YAN ZEVI"
295,"כפר רופין",0.0252100840336134,0.0599250936329588,0.0408921933085502,0.0559701492537313,0.0483271375464684,0.0555555555555556,0.091254752851711,0.0598591549295775,0.0740740740740741,"כפררופין",136.603838074382,"כפר רופין","KEFAR RUPPIN"
296,"נווה איתן",0.0245901639344262,0.0638297872340425,0.0984848484848485,0.114285714285714,0.0826446280991736,0.0769230769230769,0.144,0.111111111111111,0.186440677966102,"נווהאיתן",138.902837375694,"נווה איתן","NEWE ETAN"
298,"מסילות",0.0168918918918919,0.0101351351351351,0.0429042904290429,0.0328947368421053,0.0278745644599303,0.0314685314685315,0.0431654676258993,0.0355871886120996,0.0645161290322581,"מסילות",135.519299937511,"מסילות","MESILLOT"
300,"דליה",0.00202839756592292,0.0125523012552301,0.0184426229508197,0.00957854406130268,0.0201612903225806,0.0231578947368421,0.0220883534136546,0.0215686274509804,0.024,"דליה",122.513894869593,"דלייה","DALIYYA"
304,"שדה אליהו",0.0808625336927224,0.272479564032698,0.153246753246753,0.272264631043257,0.166666666666667,0.169014084507042,0.278514588859416,0.131313131313131,0.19949494949495,"שדהאליהו",133.087994346374,"שדה אליהו","SEDE ELIYYAHU"
310,"כפר גליקסון",0,0.0372340425531915,0.037037037037037,0.046875,0.0469483568075117,0.0514018691588785,0.0654205607476635,0.0318181818181818,0.0434782608695652,"כפרגליקסון",111.484449580653,"כפר גליקסון","KEFAR GLIKSON"
312,"נווה ים",0.0608695652173913,0.165354330708661,0.141975308641975,0.153374233128834,0.241830065359477,0.290123456790123,0.379746835443038,0.254901960784314,0.264516129032258,"נווהים",126.832719738099,"נווה ים","NEWE YAM"
313,"אפק",0.00371747211895911,0.0357142857142857,0.0352112676056338,0.0426229508196721,0.0450928381962865,0.0465753424657534,0.0597402597402597,0.0431472081218274,0.0697115384615385,"אפק",149.651313367421,"אפק","AFEQ"
316,"כפר נטר",0.0634920634920635,0.13125,0.104283054003724,0.106951871657754,0.123953098827471,0.116117850953206,0.156028368794326,0.0983606557377049,0.102941176470588,"כפרנטר",82.2015794100824,"כפר נטר","KEFAR NETTER"
317,"בית אורן",0.0196078431372549,0.101910828025478,0.111764705882353,0.0829015544041451,0.0909090909090909,0.0975609756097561,0.106280193236715,0.0892857142857143,0.0829694323144105,"ביתאורן",134.67232264995,"בית אורן","BET OREN"
326,"בית יצחק-שער חפר",0.0297324083250743,0.102540834845735,0.115789473684211,0.0916089299461124,0.103557312252964,0.0898058252427184,0.107913669064748,0.0779423226812159,0.0946698488464598,"ביתיצחקשערחפר",88.8046985349083,"בית יצחק-שער חפר","BET YIZHAQ-SH. HEFER"
327,"שדות ים",0.0122549019607843,0.034324942791762,0.0463157894736842,0.0675675675675676,0.0725388601036269,0.0714285714285714,0.0852173913043478,0.0590219224283305,0.0631229235880399,"שדותים",105.863187295005,"שדות ים","SEDOT YAM"
335,"רמת השופט",0,0.0497237569060773,0.0482758620689655,0.0506072874493927,0.0604288499025341,0.0550098231827112,0.0676982591876209,0.0497131931166348,0.0608856088560886,"רמתהשופט",125.718052795679,"רמת השופט","RAMAT HASHOFET"
