"SEMEL_YISHUV","locality","loc","year","aleh_yarok_percentage","arab_list_percentage","coalition_2015_percentage","democratura_percentage","economy_party_percentage","habait_hayehudi_percentage","hope_for_change_percentage","israel_beiteinu_percentage","joint_list_percentage","kulanu_percentage","likud_percentage","meretz_percentage","na_nach_percentage","or_party_percentage","peoples_team_percentage","perach_party_percentage","pirate_party_percentage","protect_children_percentage","rent_with_dignity_percentage","right_wing_percentage","shas_percentage","social_leadership_percentage","the_greens_percentage","turnout_percentage","ubizchutan_percentage","yahad_percentage","yahadut_hatora_percentage","yesh_atid_percentage","zionist_union_percentage"
10,"תירוש","תירוש","2009",0,0,0.573863636363636,0,0,0.0625,0,0.0284090909090909,0,0,0.357954545454545,0,0,0,0,0,0,0,0,0.602272727272727,0.482954545454545,0,0,0.648550724637681,0,0,0.0284090909090909,0,0.00568181818181818
10,"תירוש","תירוש","2013",0,0,0.66497461928934,0,0,0.131979695431472,0,0.203045685279188,0,0,0.203045685279188,0.0101522842639594,0,0,0,0,0,0,0,0.66497461928934,0.512690355329949,0,0,0.661129568106312,0,0.0253807106598985,0.0203045685279188,0.0304568527918782,0.0253807106598985
10,"תירוש","תירוש","2015",0.00465116279069767,0,0.493023255813954,0,0,0.0651162790697674,0,0,0,0.0558139534883721,0.427906976744186,0.00465116279069767,0,0,0,0,0,0,0,0.437209302325581,0.353488372093023,0,0,0.712418300653595,0,0.0418604651162791,0.0186046511627907,0.0186046511627907,0.00930232558139535
10,"תירוש","תירוש","2019",NA,NA,0.382978723404255,NA,NA,NA,NA,NA,NA,NA,0.527659574468085,NA,NA,NA,NA,NA,NA,NA,NA,0.382978723404255,NA,NA,NA,0.711711711711712,NA,NA,NA,NA,NA
10,"תירוש","תירוש","2019_2",NA,NA,0.485714285714286,NA,NA,NA,NA,NA,NA,NA,0.379591836734694,NA,NA,NA,NA,NA,NA,NA,NA,0.485714285714286,NA,NA,NA,0.737951807228916,NA,NA,NA,NA,NA
10,"תירוש","תירוש","2020",NA,NA,0.424603174603175,NA,NA,NA,NA,NA,NA,NA,0.53968253968254,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,NA,NA,NA,0.761329305135952,NA,NA,NA,NA,NA
10,"תירוש","תירוש","2021",NA,NA,0.475770925110132,NA,NA,NA,NA,NA,NA,NA,0.466960352422908,NA,NA,NA,NA,NA,NA,NA,NA,0.475770925110132,NA,NA,NA,0.683734939759036,NA,NA,NA,NA,NA
10,"תירוש","תירוש","2022",NA,NA,0.567164179104478,NA,NA,NA,NA,NA,NA,NA,0.402985074626866,NA,NA,NA,NA,NA,NA,NA,NA,0.555970149253731,NA,NA,NA,0.797619047619048,NA,NA,NA,NA,NA
11,"ניר ח""ן","נירחן","2006",0.0173410404624277,0,0.0520231213872832,0,0,0.0346820809248555,0,0.0404624277456647,0,0,0.144508670520231,0.0404624277456647,0,0,0,0,0,0,0,0.092485549132948,0.0115606936416185,0,0.0173410404624277,0.660128973175106,0,0,0.00578034682080925,0,0.358381502890173
11,"ניר ח""ן","נירחן","2009",0,0,0.0707070707070707,0,0,0.0151515151515152,0,0.131313131313131,0.00505050505050505,0,0.292929292929293,0.0303030303030303,0,0,0,0,0,0,0,0.202020202020202,0.0404040404040404,0,0,0.622641509433962,0,0,0.0151515151515152,0,0.176767676767677
11,"ניר ח""ן","נירחן","2013",0.0126582278481013,0,0.143459915611814,0,0.00421940928270042,0.126582278481013,0,0.286919831223629,0.00421940928270042,0,0.286919831223629,0.0464135021097046,0,0,0,0,0,0,0,0.143459915611814,0.0168776371308017,0,0,0.688953488372093,0,0.0126582278481013,0,0.130801687763713,0.232067510548523
11,"ניר ח""ן","נירחן","2015",0.0114942528735632,0,0.252873563218391,0,0,0.103448275862069,0,0.0114942528735632,0,0.137931034482759,0.226053639846743,0.0344827586206897,0,0,0,0,0,0,0,0.126436781609195,0.0114942528735632,0,0,0.729805013927577,0,0.0114942528735632,0,0.122605363984674,0.329501915708812
11,"ניר ח""ן","נירחן","2019",NA,NA,0.0798611111111111,NA,NA,NA,NA,NA,NA,NA,0.291666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0868055555555556,NA,NA,NA,0.71712158808933,NA,NA,NA,NA,NA
11,"ניר ח""ן","נירחן","2019_2",NA,NA,0.0662020905923345,NA,NA,NA,NA,NA,NA,NA,0.198606271777003,NA,NA,NA,NA,NA,NA,NA,NA,0.0975609756097561,NA,NA,NA,0.706896551724138,NA,NA,NA,NA,NA
11,"ניר ח""ן","נירחן","2020",NA,NA,0.0811808118081181,NA,NA,NA,NA,NA,NA,NA,0.309963099630996,NA,NA,NA,NA,NA,NA,NA,NA,0.14760147601476,NA,NA,NA,0.670792079207921,NA,NA,NA,NA,NA
11,"ניר ח""ן","נירחן","2021",NA,NA,0.156996587030717,NA,NA,NA,NA,NA,NA,NA,0.235494880546075,NA,NA,NA,NA,NA,NA,NA,NA,0.180887372013652,NA,NA,NA,0.676674364896074,NA,NA,NA,NA,NA
11,"ניר ח""ן","נירחן","2022",NA,NA,0.1438127090301,NA,NA,NA,NA,NA,NA,NA,0.250836120401338,NA,NA,NA,NA,NA,NA,NA,NA,0.147157190635452,NA,NA,NA,0.671910112359551,NA,NA,NA,NA,NA
13,"חצבה","חצבה","2006",0.0201342281879195,0,0.063758389261745,0,0,0.0469798657718121,0,0.0604026845637584,0,0,0.0302013422818792,0.0906040268456376,0,0,0,0,0,0,0,0.124161073825503,0.0167785234899329,0,0.0469798657718121,0.72635994841362,0,0.00335570469798658,0,0,0.177852348993289
13,"חצבה","חצבה","2009",0.00325732899022801,0,0.0488599348534202,0,0,0.0423452768729642,0,0.0553745928338762,0,0,0.110749185667752,0.0390879478827362,0,0,0,0,0,0,0,0.104234527687296,0.00651465798045603,0,0.00651465798045603,0.71461716937355,0,0,0,0,0.273615635179153
13,"חצבה","חצבה","2013",0,0,0.104347826086957,0,0,0.0985507246376812,0,0.101449275362319,0,0,0.101449275362319,0.11304347826087,0,0,0,0,0,0,0,0.104347826086957,0,0,0.00289855072463768,0.75704989154013,0,0.0115942028985507,0.00579710144927536,0.23768115942029,0.321739130434783
13,"חצבה","חצבה","2015",0.0220994475138122,0,0.129834254143646,0,0,0.0662983425414365,0,0.00552486187845304,0,0.0607734806629834,0.0773480662983425,0.0607734806629834,0,0,0,0,0.00276243093922652,0,0,0.074585635359116,0.00276243093922652,0,0.00276243093922652,0.763713080168776,0.00276243093922652,0.00276243093922652,0,0.069060773480663,0.624309392265193
13,"חצבה","חצבה","2019",NA,NA,0.0744416873449131,NA,NA,NA,NA,NA,NA,NA,0.0645161290322581,NA,NA,NA,NA,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,0.802788844621514,NA,NA,NA,NA,NA
13,"חצבה","חצבה","2019_2",NA,NA,0.0536193029490617,NA,NA,NA,NA,NA,NA,NA,0.0670241286863271,NA,NA,NA,NA,NA,NA,NA,NA,0.101876675603217,NA,NA,NA,0.743027888446215,NA,NA,NA,NA,NA
13,"חצבה","חצבה","2020",NA,NA,0.0716112531969309,NA,NA,NA,NA,NA,NA,NA,0.0767263427109974,NA,NA,NA,NA,NA,NA,NA,NA,0.0997442455242967,NA,NA,NA,0.763005780346821,NA,NA,NA,NA,NA
13,"חצבה","חצבה","2021",NA,NA,0.0729166666666667,NA,NA,NA,NA,NA,NA,NA,0.0651041666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.114583333333333,NA,NA,NA,0.717996289424861,NA,NA,NA,NA,NA
13,"חצבה","חצבה","2022",NA,NA,0.0761670761670762,NA,NA,NA,NA,NA,NA,NA,0.058968058968059,NA,NA,NA,NA,NA,NA,NA,NA,0.0737100737100737,NA,NA,NA,0.720848056537102,NA,NA,NA,NA,NA
15,"נועם","נועם","2006",0.00531914893617021,0,0.542553191489362,0,0,0.132978723404255,0,0.0478723404255319,0,0,0.196808510638298,0,0,0,0,0,0,0,0,0.590425531914894,0.377659574468085,0,0,0.500260097919217,0,0,0.0319148936170213,0,0.0904255319148936
15,"נועם","נועם","2009",0,0,0.451282051282051,0,0,0.0358974358974359,0,0.0461538461538462,0.00512820512820513,0,0.446153846153846,0,0,0,0,0,0,0,0,0.497435897435897,0.405128205128205,0,0,0.651315789473684,0,0,0.0102564102564103,0,0
15,"נועם","נועם","2013",0.00471698113207547,0,0.523584905660377,0,0,0.160377358490566,0,0.400943396226415,0,0,0.400943396226415,0.00471698113207547,0,0,0,0,0,0,0,0.523584905660377,0.358490566037736,0,0,0.68370607028754,0,0.0141509433962264,0.00471698113207547,0.0283018867924528,0.0141509433962264
15,"נועם","נועם","2015",0.0087719298245614,0,0.320175438596491,0,0,0.0570175438596491,0,0.0043859649122807,0,0.0570175438596491,0.62280701754386,0,0,0,0,0,0,0,0,0.267543859649123,0.197368421052632,0,0,0.766666666666667,0,0.0175438596491228,0.0087719298245614,0.0175438596491228,0.0087719298245614
15,"נועם","נועם","2019",NA,NA,0.162790697674419,NA,NA,NA,NA,NA,NA,NA,0.767441860465116,NA,NA,NA,NA,NA,NA,NA,NA,0.162790697674419,NA,NA,NA,0.718543046357616,NA,NA,NA,NA,NA
15,"נועם","נועם","2019_2",NA,NA,0.211453744493392,NA,NA,NA,NA,NA,NA,NA,0.696035242290749,NA,NA,NA,NA,NA,NA,NA,NA,0.215859030837004,NA,NA,NA,0.74025974025974,NA,NA,NA,NA,NA
15,"נועם","נועם","2020",NA,NA,0.209401709401709,NA,NA,NA,NA,NA,NA,NA,0.747863247863248,NA,NA,NA,NA,NA,NA,NA,NA,0.209401709401709,NA,NA,NA,0.750798722044728,NA,NA,NA,NA,NA
15,"נועם","נועם","2021",NA,NA,0.36405529953917,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,0.368663594470046,NA,NA,NA,0.673913043478261,NA,NA,NA,NA,NA
15,"נועם","נועם","2022",NA,NA,0.438524590163934,NA,NA,NA,NA,NA,NA,NA,0.504098360655738,NA,NA,NA,NA,NA,NA,NA,NA,0.44672131147541,NA,NA,NA,0.781645569620253,NA,NA,NA,NA,NA
16,"בית ניר","ביתניר","2006",0.029585798816568,0,0.0118343195266272,0,0,0.00591715976331361,0,0,0,0,0,0.449704142011834,0,0,0,0,0,0,0,0.0118343195266272,0.00591715976331361,0,0.0118343195266272,0.921985815602837,0,0,0,0,0.260355029585799
16,"בית ניר","ביתניר","2009",0,0,0,0,0,0,0,0.00584795321637427,0.0116959064327485,0,0.00584795321637427,0.444444444444444,0,0,0,0,0,0,0,0.00584795321637427,0,0,0.0116959064327485,0.724576271186441,0,0,0,0,0.216374269005848
16,"בית ניר","ביתניר","2013",0.0034965034965035,0,0.0034965034965035,0,0,0,0,0.020979020979021,0.0174825174825175,0,0.020979020979021,0.416083916083916,0,0,0,0,0,0,0,0.0034965034965035,0.0034965034965035,0,0.0034965034965035,0.822349570200573,0,0,0,0.0944055944055944,0.377622377622378
16,"בית ניר","ביתניר","2015",0.00655737704918033,0,0.0295081967213115,0,0,0.0229508196721311,0,0.00327868852459016,0,0.00655737704918033,0.0229508196721311,0.347540983606557,0,0,0,0,0,0,0,0.0262295081967213,0,0,0.00327868852459016,0.809018567639257,0,0,0,0.101639344262295,0.485245901639344
16,"בית ניר","ביתניר","2019",NA,NA,0.0151057401812689,NA,NA,NA,NA,NA,NA,NA,0.0241691842900302,NA,NA,NA,NA,NA,NA,NA,NA,0.0151057401812689,NA,NA,NA,0.771561771561772,NA,NA,NA,NA,NA
16,"בית ניר","ביתניר","2019_2",NA,NA,0.00864553314121038,NA,NA,NA,NA,NA,NA,NA,0.0288184438040346,NA,NA,NA,NA,NA,NA,NA,NA,0.0288184438040346,NA,NA,NA,0.794050343249428,NA,NA,NA,NA,NA
16,"בית ניר","ביתניר","2020",NA,NA,0.0116618075801749,NA,NA,NA,NA,NA,NA,NA,0.0291545189504373,NA,NA,NA,NA,NA,NA,NA,NA,0.0204081632653061,NA,NA,NA,0.779545454545455,NA,NA,NA,NA,NA
16,"בית ניר","ביתניר","2021",NA,NA,0.0263157894736842,NA,NA,NA,NA,NA,NA,NA,0.0175438596491228,NA,NA,NA,NA,NA,NA,NA,NA,0.0497076023391813,NA,NA,NA,0.757174392935982,NA,NA,NA,NA,NA
16,"בית ניר","ביתניר","2022",NA,NA,0.0136986301369863,NA,NA,NA,NA,NA,NA,NA,0.0356164383561644,NA,NA,NA,NA,NA,NA,NA,NA,0.0328767123287671,NA,NA,NA,0.75,NA,NA,NA,NA,NA
18,"שדה משה","שדהמשה","2006",0.0201005025125628,0,0.0301507537688442,0,0,0.0100502512562814,0,0.0603015075376884,0.0050251256281407,0,0.0753768844221105,0.0653266331658292,0,0,0,0,0,0,0,0.0904522613065327,0.0150753768844221,0,0.0201005025125628,1,0,0,0.0050251256281407,0,0.266331658291457
18,"שדה משה","שדהמשה","2009",0.00806451612903226,0,0.032258064516129,0,0,0.0201612903225806,0,0.100806451612903,0.00403225806451613,0,0.169354838709677,0.0161290322580645,0,0,0,0,0,0,0,0.133064516129032,0.0120967741935484,0,0.00403225806451613,0.761467889908257,0,0,0,0,0.245967741935484
18,"שדה משה","שדהמשה","2013",0.0171821305841924,0,0.0893470790378007,0.00343642611683849,0,0.0549828178694158,0,0.192439862542955,0,0,0.192439862542955,0.0309278350515464,0,0,0,0,0,0,0,0.0893470790378007,0.0343642611683849,0,0.00343642611683849,0.765789473684211,0,0.0103092783505155,0,0.254295532646048,0.319587628865979
18,"שדה משה","שדהמשה","2015",0.0101694915254237,0,0.128813559322034,0,0,0.0338983050847458,0,0.0101694915254237,0,0.0847457627118644,0.250847457627119,0.0406779661016949,0,0,0,0,0,0,0,0.0542372881355932,0.00677966101694915,0,0,0.786842105263158,0,0.00338983050847458,0.00338983050847458,0.149152542372881,0.406779661016949
18,"שדה משה","שדהמשה","2019",NA,NA,0.0364238410596026,NA,NA,NA,NA,NA,NA,NA,0.23841059602649,NA,NA,NA,NA,NA,NA,NA,NA,0.0463576158940397,NA,NA,NA,0.768844221105528,NA,NA,NA,NA,NA
18,"שדה משה","שדהמשה","2019_2",NA,NA,0.0198019801980198,NA,NA,NA,NA,NA,NA,NA,0.257425742574257,NA,NA,NA,NA,NA,NA,NA,NA,0.0792079207920792,NA,NA,NA,0.768261964735516,NA,NA,NA,NA,NA
18,"שדה משה","שדהמשה","2020",NA,NA,0.0277777777777778,NA,NA,NA,NA,NA,NA,NA,0.319444444444444,NA,NA,NA,NA,NA,NA,NA,NA,0.0555555555555556,NA,NA,NA,0.729113924050633,NA,NA,NA,NA,NA
18,"שדה משה","שדהמשה","2021",NA,NA,0.0622950819672131,NA,NA,NA,NA,NA,NA,NA,0.252459016393443,NA,NA,NA,NA,NA,NA,NA,NA,0.101639344262295,NA,NA,NA,0.758706467661692,NA,NA,NA,NA,NA
18,"שדה משה","שדהמשה","2022",NA,NA,0.127329192546584,NA,NA,NA,NA,NA,NA,NA,0.251552795031056,NA,NA,NA,NA,NA,NA,NA,NA,0.133540372670807,NA,NA,NA,0.797530864197531,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2013",0,0,0.0434782608695652,0,0,0.0434782608695652,0,0.239130434782609,0.0217391304347826,0,0.239130434782609,0.072463768115942,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.811764705882353,0,0,0,0.268115942028986,0.311594202898551
21,"באר אורה","באראורה","2015",0.0221238938053097,0,0.150442477876106,0,0,0.0353982300884956,0,0.0265486725663717,0.00884955752212389,0.115044247787611,0.20353982300885,0.0353982300884956,0.00442477876106195,0,0,0,0,0,0,0.0619469026548673,0,0,0,0.841328413284133,0,0,0,0.154867256637168,0.393805309734513
21,"באר אורה","באראורה","2019",NA,NA,0.0579710144927536,NA,NA,NA,NA,NA,NA,NA,0.265700483091787,NA,NA,NA,NA,NA,NA,NA,NA,0.0797101449275362,NA,NA,NA,0.756363636363636,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2019_2",NA,NA,0.052757793764988,NA,NA,NA,NA,NA,NA,NA,0.249400479616307,NA,NA,NA,NA,NA,NA,NA,NA,0.13189448441247,NA,NA,NA,0.728222996515679,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2020",NA,NA,0.0674157303370786,NA,NA,NA,NA,NA,NA,NA,0.312359550561798,NA,NA,NA,NA,NA,NA,NA,NA,0.152808988764045,NA,NA,NA,0.752107925801012,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2021",NA,NA,0.10042735042735,NA,NA,NA,NA,NA,NA,NA,0.271367521367521,NA,NA,NA,NA,NA,NA,NA,NA,0.162393162393162,NA,NA,NA,0.722650231124807,NA,NA,NA,NA,NA
21,"באר אורה","באראורה","2022",NA,NA,0.0789473684210526,NA,NA,NA,NA,NA,NA,NA,0.334008097165992,NA,NA,NA,NA,NA,NA,NA,NA,0.115384615384615,NA,NA,NA,0.676229508196721,NA,NA,NA,NA,NA
22,"מקווה ישראל","מקווהישראל","2006",0.0234375,0,0.1953125,0,0,0.171875,0,0.046875,0.0078125,0,0.046875,0.0859375,0,0,0,0,0,0,0,0.2421875,0.015625,0,0,0.407507133384238,0,0,0.0078125,0,0.2890625
22,"מקווה ישראל","מקווהישראל","2009",0.00806451612903226,0,0.17741935483871,0,0,0.137096774193548,0,0.0645161290322581,0,0,0.129032258064516,0.0564516129032258,0,0,0,0,0,0,0,0.241935483870968,0.0161290322580645,0,0.00806451612903226,0.675531914893617,0,0,0.0241935483870968,0,0.282258064516129
22,"מקווה ישראל","מקווהישראל","2013",0.00884955752212389,0,0.185840707964602,0,0,0.168141592920354,0,0.185840707964602,0.00884955752212389,0,0.185840707964602,0.0442477876106195,0,0,0,0,0,0,0,0.185840707964602,0.0176991150442478,0,0.00884955752212389,0.676646706586826,0,0,0,0.132743362831858,0.36283185840708
22,"מקווה ישראל","מקווהישראל","2015",0.00925925925925926,0,0.268518518518519,0,0,0.166666666666667,0,0.0185185185185185,0,0.0925925925925926,0.148148148148148,0.0648148148148148,0,0,0,0,0,0,0,0.194444444444444,0.00925925925925926,0,0,0.692307692307692,0,0.00925925925925926,0,0.0833333333333333,0.398148148148148
22,"מקווה ישראל","מקווהישראל","2019",NA,NA,0.127450980392157,NA,NA,NA,NA,NA,NA,NA,0.225490196078431,NA,NA,NA,NA,NA,NA,NA,NA,0.127450980392157,NA,NA,NA,0.671052631578947,NA,NA,NA,NA,NA
22,"מקווה ישראל","מקווהישראל","2019_2",NA,NA,0.0736842105263158,NA,NA,NA,NA,NA,NA,NA,0.263157894736842,NA,NA,NA,NA,NA,NA,NA,NA,0.105263157894737,NA,NA,NA,0.633333333333333,NA,NA,NA,NA,NA
22,"מקווה ישראל","מקווהישראל","2020",NA,NA,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,0.288461538461538,NA,NA,NA,NA,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,0.688741721854305,NA,NA,NA,NA,NA
22,"מקווה ישראל","מקווהישראל","2021",NA,NA,0.104347826086957,NA,NA,NA,NA,NA,NA,NA,0.226086956521739,NA,NA,NA,NA,NA,NA,NA,NA,0.173913043478261,NA,NA,NA,0.71875,NA,NA,NA,NA,NA
22,"מקווה ישראל","מקווהישראל","2022",NA,NA,0.189189189189189,NA,NA,NA,NA,NA,NA,NA,0.207207207207207,NA,NA,NA,NA,NA,NA,NA,NA,0.225225225225225,NA,NA,NA,0.707006369426752,NA,NA,NA,NA,NA
23,"אמציה","אמציה","2006",0.0131578947368421,0,0,0,0,0,0,0.0657894736842105,0,0,0.144736842105263,0.105263157894737,0,0,0,0,0,0,0,0.0657894736842105,0,0,0.0526315789473684,0.408284441931151,0,0,0,0,0.0789473684210526
23,"אמציה","אמציה","2009",0.0104166666666667,0,0.619791666666667,0,0,0.588541666666667,0,0.0572916666666667,0,0,0.140625,0,0,0,0,0,0,0,0,0.677083333333333,0.03125,0,0.00520833333333333,0.744186046511628,0,0,0,0,0.00520833333333333
23,"אמציה","אמציה","2013",0.00363636363636364,0,0.694545454545455,0,0,0.676363636363636,0,0.0763636363636364,0,0,0.0763636363636364,0.00727272727272727,0,0,0,0,0,0,0,0.694545454545455,0.0181818181818182,0,0.00727272727272727,0.806451612903226,0,0.0618181818181818,0,0.04,0.0581818181818182
23,"אמציה","אמציה","2015",0.0078740157480315,0,0.637795275590551,0,0,0.566929133858268,0,0,0,0.0708661417322835,0.141732283464567,0,0,0,0,0,0,0,0,0.566929133858268,0,0,0,0.796238244514107,0,0.106299212598425,0,0.0275590551181102,0.078740157480315
23,"אמציה","אמציה","2019",NA,NA,0.503105590062112,NA,NA,NA,NA,NA,NA,NA,0.22360248447205,NA,NA,NA,NA,NA,NA,NA,NA,0.503105590062112,NA,NA,NA,0.736363636363636,NA,NA,NA,NA,NA
23,"אמציה","אמציה","2019_2",NA,NA,0.426573426573427,NA,NA,NA,NA,NA,NA,NA,0.20979020979021,NA,NA,NA,NA,NA,NA,NA,NA,0.433566433566434,NA,NA,NA,0.733333333333333,NA,NA,NA,NA,NA
23,"אמציה","אמציה","2020",NA,NA,0.413533834586466,NA,NA,NA,NA,NA,NA,NA,0.330827067669173,NA,NA,NA,NA,NA,NA,NA,NA,0.413533834586466,NA,NA,NA,0.718918918918919,NA,NA,NA,NA,NA
23,"אמציה","אמציה","2021",NA,NA,0.446601941747573,NA,NA,NA,NA,NA,NA,NA,0.213592233009709,NA,NA,NA,NA,NA,NA,NA,NA,0.456310679611651,NA,NA,NA,0.651898734177215,NA,NA,NA,NA,NA
23,"אמציה","אמציה","2022",NA,NA,0.317307692307692,NA,NA,NA,NA,NA,NA,NA,0.240384615384615,NA,NA,NA,NA,NA,NA,NA,NA,0.326923076923077,NA,NA,NA,0.697986577181208,NA,NA,NA,NA,NA
24,"לכיש","לכיש","2006",0,0,0.0198019801980198,0,0,0.0165016501650165,0,0.0198019801980198,0.0033003300330033,0,0.0396039603960396,0.122112211221122,0,0,0,0,0,0,0,0.0396039603960396,0.0033003300330033,0,0.0099009900990099,0.852199594115464,0,0,0,0,0.425742574257426
24,"לכיש","לכיש","2009",0.00301204819277108,0,0.0240963855421687,0,0,0.0180722891566265,0,0.036144578313253,0.00301204819277108,0,0.0903614457831325,0.123493975903614,0,0,0,0,0,0,0,0.0602409638554217,0.00602409638554217,0,0.00301204819277108,0.830845771144279,0,0,0,0,0.376506024096386
24,"לכיש","לכיש","2013",0.0159151193633952,0,0.0477453580901857,0.0026525198938992,0,0.0450928381962865,0,0.0450928381962865,0.0026525198938992,0,0.0450928381962865,0.161803713527851,0,0,0,0,0,0,0,0.0477453580901857,0.0026525198938992,0,0,0.825327510917031,0,0.00530503978779841,0,0.23342175066313,0.403183023872679
24,"לכיש","לכיש","2015",0.0172839506172839,0,0.0493827160493827,0,0,0.0271604938271605,0,0.00246913580246914,0.00246913580246914,0.0197530864197531,0.0444444444444444,0.160493827160494,0,0,0,0,0,0,0,0.0320987654320988,0.00246913580246914,0,0,0.830957230142566,0,0,0,0.135802469135802,0.587654320987654
24,"לכיש","לכיש","2019",NA,NA,0.0347826086956522,NA,NA,NA,NA,NA,NA,NA,0.0456521739130435,NA,NA,NA,NA,NA,NA,NA,NA,0.0369565217391304,NA,NA,NA,0.819964349376114,NA,NA,NA,NA,NA
24,"לכיש","לכיש","2019_2",NA,NA,0.0280777537796976,NA,NA,NA,NA,NA,NA,NA,0.0626349892008639,NA,NA,NA,NA,NA,NA,NA,NA,0.0453563714902808,NA,NA,NA,0.827402135231317,NA,NA,NA,NA,NA
24,"לכיש","לכיש","2020",NA,NA,0.0346320346320346,NA,NA,NA,NA,NA,NA,NA,0.0692640692640693,NA,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,NA,NA,NA,0.797927461139896,NA,NA,NA,NA,NA
24,"לכיש","לכיש","2021",NA,NA,0.0427350427350427,NA,NA,NA,NA,NA,NA,NA,0.0384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,0.0683760683760684,NA,NA,NA,0.778702163061564,NA,NA,NA,NA,NA
