"SEMEL_YISHUV","locality","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","loc","distance","SHEM_YISHUV"
86,"גבע",0.0193370165745856,0.0350404312668464,0.00530503978779841,0.020671834625323,0.00530503978779841,0.0184210526315789,0.0132978723404255,0.0443864229765013,0.0170940170940171,"גבע",135.56622038062,"גבע"
89,"עין חרוד (איחוד)",0.037037037037037,0.0390625,0.0321782178217822,0.0268292682926829,0.010126582278481,0.0533333333333333,0.0372340425531915,0.073490813648294,0.0606060606060606,"עיןחרודאיחוד",136.446902217282,"עין חרוד (איחוד)"
90,"חפצי-בה",0.0193050193050193,0.0310077519379845,0.023728813559322,0.0132013201320132,0.0381861575178998,0.0556844547563805,0.0484261501210654,0.0851581508515815,0.0904645476772616,"חפציבה",134.755077038911,"חפצי-בה"
92,"גיניגר",0.0378787878787879,0.0675675675675676,0.0304709141274238,0.0341207349081365,0.0203045685279188,0.031413612565445,0.0318302387267905,0.0673575129533679,0.0637119113573407,"גיניגר",138.344206620856,"גיניגר"
94,"בלפוריה",0.0685714285714286,0.125,0.1285140562249,0.125461254612546,0.0833333333333333,0.161490683229814,0.0911854103343465,0.166163141993958,0.125,"בלפוריה",136.780691061526,"בלפוריה"
95,"בית אלפא",0.0207792207792208,0.0196629213483146,0.0183908045977011,0.0347648261758691,0.0233644859813084,0.0568720379146919,0.0506024096385542,0.070048309178744,0.0331384015594542,"ביתאלפא",134.832808863252,"בית אלפא"
96,"יגור",0.0275,0.0311778290993072,0.0191873589164786,0.0370786516853933,0.0215285252960172,0.0374732334047109,0.0271444082519001,0.0540242557883131,0.0438202247191011,"יגור",138.037130311087,"יגור"
97,"מרחביה (מושב)",0.0593471810089021,0.0930232558139535,0.0678851174934726,0.065989847715736,0.0571428571428571,0.0731132075471698,0.0806451612903226,0.121212121212121,0.108294930875576,"מרחביהמושב",135.235587226044,"מרחביה (מושב)"
99,"מצפה רמון",0.391865079365079,0.434239130434783,0.238911290322581,0.207106124357176,0.31021377672209,0.299759036144578,0.28957345971564,0.37741935483871,0.379837067209776,"מצפהרמון",78.5084245751327,"מצפה רמון"
102,"מאיר שפיה",0.128205128205128,0.3,0.134615384615385,0.0612244897959184,0.0555555555555556,0.161290322580645,0.134615384615385,0.142857142857143,0.226415094339623,"מאירשפיה",118.615819743464,"מאיר שפיה"
103,"תל עדשים",0.121739130434783,0.123076923076923,0.0871985157699443,0.0702614379084967,0.0550595238095238,0.0928462709284627,0.08,0.138438880706922,0.0855855855855856,"תלעדשים",139.035665873934,"תל עדשים"
104,"מזרע",0.0113378684807256,0.0279569892473118,0.0105263157894737,0.0273684210526316,0.018,0.0328542094455852,0.0201207243460765,0.0236686390532544,0.032719836400818,"מזרע",138.374074525615,"מזרע"
106,"כפר גדעון",0.71304347826087,0.727272727272727,0.640350877192982,0.569230769230769,0.572413793103448,0.657142857142857,0.597014925373134,0.696296296296296,0.74,"כפרגדעון",138.095299723274,"כפר גדעון"
112,"כפר חסידים א'",0.408955223880597,0.375350140056022,0.365482233502538,0.336734693877551,0.290816326530612,0.316326530612245,0.29305912596401,0.383631713554987,0.300791556728232,"כפרחסידיםא",138.416943385426,"כפר חסידים א'"
113,"אדירים",0.496688741721854,0.581699346405229,0.632258064516129,0.5375,0.342857142857143,0.445026178010471,0.333333333333333,0.45,0.556818181818182,"אדירים",128.30456608428,"אדירים"
115,"חופית",0.0344827586206897,0.025390625,0.032015065913371,0.0272232304900181,0.0210727969348659,0.0652591170825336,0.0403846153846154,0.0891608391608392,0.0369718309859155,"חופית",94.152194957121,"חופית"
122,"רמת ישי",0.0952201731275875,0.139427516158818,0.0795627859684799,0.0824594852240229,0.0561534861956013,0.105250596658711,0.0847897968823807,0.126750700280112,0.115729047072331,"רמתישי",137.569672006859,"רמת ישי"
126,"שריד",0.0141509433962264,0.030952380952381,0.0136186770428016,0.0341555977229602,0.0201834862385321,0.0641025641025641,0.0445269016697588,0.0617977528089888,0.0357142857142857,"שריד",135.613537934856,"שריד"
130,"משמר העמק",0.00341880341880342,0.0135363790186125,0.00451807228915663,0.00741839762611276,0.0111888111888112,0.0125173852573018,0.0111888111888112,0.0219178082191781,0.0252454417952314,"משמרהעמק",127.754958164979,"משמר העמק"
132,"כפר ברוך",0.0684931506849315,0.12,0.0562770562770563,0.06640625,0.0278745644599303,0.0515463917525773,0.0522648083623693,0.099290780141844,0.107462686567164,"כפרברוך",133.227390568458,"כפר ברוך"
133,"גבת",0.0355555555555556,0.0302375809935205,0.0198807157057654,0.0205607476635514,0.0108695652173913,0.0161001788908766,0.0181488203266788,0.027124773960217,0.0299295774647887,"גבת",136.538311818503,"גבת"
134,"יפעת",0.0340136054421769,0.0614035087719298,0.0234833659491194,0.0235507246376812,0.0184254606365159,0.0512,0.0429252782193959,0.0758293838862559,0.0601851851851852,"יפעת",137.721386966089,"יפעת"
135,"רמת דוד",0.0336134453781513,0.0466101694915254,0.0681003584229391,0.0337078651685393,0.039568345323741,0.0384615384615385,0.0280701754385965,0.0513698630136986,0.0557377049180328,"רמתדוד",135.449376654464,"רמת דוד"
139,"עין שמר",0.00968523002421308,0.0365853658536585,0.0212765957446809,0.0319634703196347,0.00932400932400932,0.0421545667447307,0.0304449648711944,0.033175355450237,0.0433839479392625,"עיןשמר",107.314308736751,"עין שמר"
140,"כפר יהושע",0.0306603773584906,0.0374449339207048,0.0162748643761302,0.0461538461538462,0.03003003003003,0.0489296636085627,0.0657698056801196,0.0791476407914764,0.0431654676258993,"כפריהושע",133.461984250908,"כפר יהושע"
141,"ברק",0.12962962962963,0.181818181818182,0.123762376237624,0.138392857142857,0.0694444444444444,0.0973451327433628,0.0871559633027523,0.104477611940299,0.200913242009132,"ברק",127.398381145244,"ברק"
142,"שדה יעקב",0.644366197183099,0.636363636363636,0.614349775784753,0.53276955602537,0.450396825396825,0.5,0.473053892215569,0.517786561264822,0.381226053639847,"שדהיעקב",135.650286558412,"שדה יעקב"
145,"גדיש",0.392405063291139,0.395348837209302,0.329411764705882,0.171875,0.108247422680412,0.132978723404255,0.138095238095238,0.144278606965174,0.220095693779904,"גדיש",127.848213385516,"גדיש"
146,"דבורה",0.0915492957746479,0.148936170212766,0.0853658536585366,0.0683229813664596,0.0124223602484472,0.0909090909090909,0.0584415584415584,0.146853146853147,0.0863309352517986,"דבורה",128.102766259865,"דבורה"
154,"תל מונד",0.162925598991173,0.147568013190437,0.12351976680634,0.0903401797175866,0.0778375318426267,0.128936170212766,0.107757404795487,0.135318559556787,0.121021560574949,"תלמונד",79.2941120279761,"תל מונד"
157,"עין ורד",0.0371681415929204,0.0553846153846154,0.03125,0.0390995260663507,0.0305429864253394,0.0524515393386545,0.0437869822485207,0.0906077348066298,0.0456100342075257,"עיןורד",84.1144268104242,"עין ורד"
162,"חירות",0.0207612456747405,0.0398773006134969,0.0198863636363636,0.0336134453781513,0.024869109947644,0.0461133069828722,0.0452729693741678,0.0677290836653386,0.0240963855421687,"חירות",81.4030868366877,"חירות"
164,"מלאה",0.33125,0.353293413173653,0.318407960199005,0.217391304347826,0.15625,0.190697674418605,0.168103448275862,0.237442922374429,0.334883720930233,"מלאה",127.752883152997,"מלאה"
165,"ניר יפה",0.0523809523809524,0.136792452830189,0.151515151515152,0.0944625407166124,0.0568561872909699,0.10738255033557,0.0953846153846154,0.136075949367089,0.186186186186186,"ניריפה",128.746959570369,"ניר יפה"
167,"עין החורש",0.012396694214876,0.0177514792899408,0.00196463654223969,0.00936329588014981,0.00535714285714286,0.0108108108108108,0.0147329650092081,0.015180265654649,0.0220588235294118,"עיןהחורש",96.8808871069419,"עין החורש"
168,"כפר יונה",0.226707514867544,0.204716579059526,0.159338878686399,0.12677668606315,0.0963674836889438,0.159491701244813,0.143743793445879,0.182517426488262,0.193764076576577,"כפריונה",88.1957249024117,"כפר יונה"
170,"כפר יעבץ",0.570422535211268,0.391304347826087,0.532544378698225,0.344919786096257,0.244505494505494,0.29810298102981,0.308510638297872,0.428571428571429,0.438746438746439,"כפריעבץ",87.0393975156536,"כפר יעבץ"
171,"פרדסיה",0.148671955846844,0.124923453766075,0.0949008498583569,0.0766929562143051,0.0579937304075235,0.112791932059448,0.0978001590246488,0.139402911423637,0.11720356408499,"פרדסיה",87.4936899723056,"פרדסייה"
173,"גבעת חיים (מאוחד)",0.0380165289256198,0.0466988727858293,0.0207407407407407,0.032258064516129,0.0280649926144756,0.0417287630402385,0.0464767616191904,0.0550595238095238,0.0492537313432836,"גבעתחייםמאוחד",96.9355804016677,"גבעת חיים (מאוחד)"
175,"אביחיל",0.0549084858569052,0.0596125186289121,0.052924791086351,0.040983606557377,0.0349462365591398,0.0724043715846995,0.0504774897680764,0.098250336473755,0.0677233429394813,"אביחיל",90.3078230626382,"אביחיל"
178,"רמת יוחנן",0.0334928229665072,0.0792291220556745,0.0455407969639469,0.0516934046345811,0.0309278350515464,0.0570409982174688,0.0556521739130435,0.0683012259194396,0.0618556701030928,"רמתיוחנן",144.953441149791,"רמת יוחנן"
182,"אבן יהודה",0.134033613445378,0.126151532242903,0.0900887573964497,0.071596082218237,0.0527638190954774,0.100533333333333,0.0784937682312384,0.105471847739889,0.0922916937475627,"אבןיהודה",80.8533948484225,"אבן יהודה"
184,"רמת הכובש",0.0289156626506024,0.0396270396270396,0.0176991150442478,0.0269151138716356,0.0295275590551181,0.0399239543726236,0.0319548872180451,0.0573613766730402,0.0340264650283554,"רמתהכובש",80.2097469915762,"רמת הכובש"
186,"נעורים",0.115384615384615,0.192982456140351,0.0810810810810811,0.113924050632911,0.08,0.111111111111111,0.164383561643836,0.164179104477612,0.19672131147541,"נעורים",92.633531666875,"נעורים"
187,"כפר הס",0.0213903743315508,0.0387596899224806,0.0280504908835905,0.0226063829787234,0.00995024875621891,0.0320987654320988,0.0224719101123595,0.0480295566502463,0.0269277845777234,"כפרהס",82.5286377313926,"כפר הס"
189,"כפר פינס",0.816239316239316,0.752895752895753,0.714776632302406,0.606060606060606,0.681528662420382,0.708609271523179,0.65814696485623,0.763934426229508,0.628205128205128,"כפרפינס",108.963341904812,"כפר פינס"
190,"כפר ויתקין",0.0261066969353008,0.0343680709534368,0.0367577756833176,0.0240295748613678,0.0203327171903882,0.0359508041627247,0.0349056603773585,0.0604343720491029,0.0351377018043685,"כפרויתקין",93.7388234535044,"כפר ויתקין"
191,"הדר עם",0.0387323943661972,0.0477815699658703,0.0338028169014084,0.0425531914893617,0.0258823529411765,0.0702179176755448,0.0436893203883495,0.107579462102689,0.0595238095238095,"הדרעם",91.6211345128367,"הדר עם"
192,"כפר החורש",0.0477941176470588,0.105084745762712,0.0340557275541796,0.0634441087613293,0.032520325203252,0.092436974789916,0.0740740740740741,0.087431693989071,0.0828877005347594,"כפרהחורש",142.651847568477,"כפר החורש"
193,"כפר חיים",0.0472972972972973,0.0569620253164557,0.033033033033033,0.049079754601227,0.0276923076923077,0.0211480362537764,0.0260115606936416,0.0414201183431953,0.0177514792899408,"כפרחיים",92.3278260605588,"כפר חיים"
194,"משמר השרון",0.0274914089347079,0.0380622837370242,0.0122324159021407,0.0116279069767442,0.0204081632653061,0.0344827586206897,0.0286532951289398,0.0561797752808989,0.0419161676646707,"משמרהשרון",92.6536586703493,"משמר השרון"
195,"קדימה-צורן",NA,0.18790611324758,0.13365942441133,0.127810766085856,0.0995256576110392,0.145050609023846,0.130185612864597,0.164838930774503,0.159672295602742,"קדימהצורן",83.7678062084039,"קדימה-צורן"
197,"מעברות",0.0153550863723608,0.0273224043715847,0.00706713780918728,0.0120481927710843,0.0154109589041096,0.0229276895943563,0.0177304964539007,0.0444444444444444,0.0218579234972678,"מעברות",93.2321847906772,"מעברות"
198,"צופית",0.0484210526315789,0.0784671532846715,0.0458404074702886,0.04,0.0201342281879195,0.0387858347386172,0.0351758793969849,0.0762987012987013,0.0605095541401274,"צופית",77.2828131466143,"צופית"
200,"בית ינאי",0.0360824742268041,0.021505376344086,0.00442477876106195,0.0315315315315315,0.0102040816326531,0.0362694300518135,0.0104166666666667,0.0625,0.0199004975124378,"ביתינאי",93.4677197826315,"בית ינאי"
204,"אלישיב",0.481617647058824,0.364548494983278,0.257971014492754,0.162790697674419,0.125340599455041,0.196022727272727,0.16,0.233695652173913,0.23342175066313,"אלישיב",95.0954076483986,"אלישיב"
205,"חגלה",0.0657894736842105,0.0524691358024691,0.0420168067226891,0.037037037037037,0.0269607843137255,0.0399002493765586,0.0326633165829146,0.0738916256157636,0.0413625304136253,"חגלה",96.0543252628287,"חגלה"
213,"משמרות",0.0268456375838926,0.0338983050847458,0.0214592274678112,0.0410958904109589,0.0266075388026608,0.0342612419700214,0.0425101214574899,0.0711610486891386,0.0395869191049914,"משמרות",108.631581194428,"משמרות"
217,"כפר הרא""ה",0.759036144578313,0.676706827309237,0.699472759226713,0.569282136894825,0.57312925170068,0.614457831325301,0.586505190311419,0.673575129533679,0.47098976109215,"כפרהראה",96.1748302346093,"כפר הרא""ה"
219,"חיבת ציון",0.243346007604563,0.187074829931973,0.195266272189349,0.165697674418605,0.15702479338843,0.171662125340599,0.175487465181058,0.225728155339806,0.134117647058824,"חיבתציון",96.978455508265,"חיבת ציון"
220,"כפר ביאליק",0.075187969924812,0.194945848375451,0.0701754385964912,0.0883280757097792,0.0831024930747922,0.0916666666666667,0.0654761904761905,0.106707317073171,0.0852272727272727,"כפרביאליק",146.234785377445,"כפר ביאליק"
223,"עין עירון",0.0311111111111111,0.0364372469635627,0.0337837837837838,0.0276923076923077,0.0116618075801749,0.0181818181818182,0.0188087774294671,0.0823170731707317,0.034375,"עיןעירון",109.359985383768,"עין עירון"
224,"שושנת העמקים",0.227678571428571,0.283524904214559,0.211726384364821,0.133928571428571,0.123809523809524,0.173633440514469,0.17981072555205,0.230769230769231,0.227129337539432,"שושנתהעמקים",90.7460163999435,"שושנת העמקים"
225,"גן השומרון",0.028735632183908,0.0806451612903226,0.0678733031674208,0.0376106194690266,0.023109243697479,0.0458167330677291,0.0534979423868313,0.0668058455114822,0.0313152400835073,"גןהשומרון",106.566250105614,"גן השומרון"
232,"שפיים",0.00856164383561644,0.0194489465153971,0.0131964809384164,0.0112359550561798,0.00776196636481242,0.0278145695364238,0.0198412698412698,0.0394904458598726,0.0172413793103448,"שפיים",75.1144130241108,"שפיים"
233,"כפר ידידיה",0.0139372822299652,0.0422535211267606,0.0298507462686567,0.0251256281407035,0.0151515151515152,0.0253807106598985,0.0175879396984925,0.0411311053984576,0.0287206266318538,"כפרידידיה",91.2391126709585,"כפר ידידיה"
235,"חבצלת השרון",0.163265306122449,0.15948275862069,0.11353711790393,0.0821917808219178,0.103139013452915,0.11214953271028,0.120535714285714,0.131455399061033,0.143540669856459,"חבצלתהשרון",91.1990048248044,"חבצלת השרון"
237,"שער העמקים",0.0102564102564103,0.0198019801980198,0.00237529691211401,0.00688073394495413,0.0046189376443418,0.0458715596330275,0.0205949656750572,0.0675675675675676,0.0301624129930394,"שערהעמקים",137.15057029536,"שער העמקים"
239,"גן חיים",0.0305555555555556,0.0690537084398977,0.0490654205607477,0.0569476082004556,0.0296127562642369,0.0623556581986143,0.0568720379146919,0.0679156908665105,0.0581395348837209,"גןחיים",76.521863928415,"גן חיים"
240,"יקנעם עילית",0.310676025120059,0.328060522696011,0.141334145598538,0.217781402936378,0.164377963053785,0.228786773644542,0.207454909819639,0.24722289791616,0.235701361025883,"יקנעםעילית",127.591574621388,"יקנעם עילית"
241,"יקנעם (מושבה)",0.07223113964687,0.0725925925925926,0.0622462787550744,0.0541611624834875,0.0498084291187739,0.072632944228275,0.0559345156889495,0.0757381258023107,0.059445178335535,"יקנעםמושבה",130.530513853442,"יקנעם (מושבה)"
242,"בית השיטה",0.0431177446102819,0.0561797752808989,0.0323033707865169,0.0510752688172043,0.0349288486416559,0.0535947712418301,0.0489417989417989,0.0927152317880795,0.0655737704918033,"ביתהשיטה",137.279132220902,"בית השיטה"
248,"בית שערים",0.0811594202898551,0.0877659574468085,0.0494791666666667,0.0759803921568627,0.029023746701847,0.0549738219895288,0.0353535353535354,0.0866141732283465,0.0841836734693878,"ביתשערים",136.838289215896,"בית שערים"
250,"הזורע",0.0140105078809107,0.0172413793103448,0.0157894736842105,0.0307167235494881,0.0193236714975845,0.046031746031746,0.0360655737704918,0.0614173228346457,0.0353697749196141,"הזורע",129.9364030484,"הזורע"
252,"ביתן אהרן",0.0506607929515418,0.0333333333333333,0.0103092783505155,0.0217391304347826,0.0735294117647059,0.16,0.103896103896104,0.153846153846154,0.103448275862069,"ביתןאהרן",92.1336760962539,"ביתן אהרן"
254,"כפר המכבי",0.0289017341040462,0.0282485875706215,0.0609137055837563,0.025,0,0.0518867924528302,0.0325581395348837,0.055045871559633,0.0468085106382979,"כפרהמכבי",144.501304159528,"כפר המכבי"
256,"ניר דוד (תל עמל)",0.00731707317073171,0.0124688279301746,0.0116009280742459,0.0112612612612613,0.0104384133611691,0.0417582417582418,0.0319148936170213,0.050314465408805,0.0328227571115974,"נירדודתלעמל",135.042294294452,"ניר דוד (תל עמל)"
259,"שדה נחום",0.0314465408805031,0.0424242424242424,0.0689655172413793,0.0674157303370786,0.0443864229765013,0.0533333333333333,0.0401002506265664,0.11264367816092,0.114688128772636,"שדהנחום",138.656866269525,"שדה נחום"
265,"בית יוסף",0.590361445783133,0.453488372093023,0.485875706214689,0.256544502617801,0.113725490196078,0.151020408163265,0.168,0.215962441314554,0.32089552238806,"ביתיוסף",145.008582107623,"בית יוסף"
268,"טירת צבי",0.646276595744681,0.588688946015424,0.626794258373206,0.571084337349398,0.513126491646778,0.566233766233766,0.495,0.621287128712871,0.318396226415094,"טירתצבי",132.422112127314,"טירת צבי"
269,"מולדת",0.0425531914893617,0.0636942675159236,0.046242774566474,0.0401459854014599,0.0430622009569378,0.06282722513089,0.0532445923460899,0.0658978583196046,0.0629139072847682,"מולדת",141.225525872924,"מולדת"
270,"עין השופט",0.0126582278481013,0.0225872689938398,0.0152091254752852,0.0407407407407407,0.0283018867924528,0.0590476190476191,0.0379506641366224,0.0614525139664804,0.0599250936329588,"עיןהשופט",124.458463217808,"עין השופט"
272,"מעוז חיים",0.043046357615894,0.0424028268551237,0.0452830188679245,0.0244755244755245,0.0162866449511401,0.0208333333333333,0.02,0.068259385665529,0.0594059405940594,"מעוזחיים",140.082025831536,"מעוז חיים"
276,"צור משה",0.0522243713733075,0.053127677806341,0.0448765893792072,0.0471556886227545,0.0367491166077739,0.0614954577218728,0.0614525139664804,0.0835044490075291,0.0528097494922139,"צורמשה",86.5786062173488,"צור משה"
278,"אושה",0.0099009900990099,0.037914691943128,0.0043859649122807,0.032258064516129,0.0185873605947955,0.0383141762452107,0.0384615384615385,0.0543478260869565,0.0627177700348432,"אושה",145.068629399528,"אושה"
284,"שדה ורבורג",0.0411214953271028,0.0421585160202361,0.0329815303430079,0.0339869281045752,0.0218790218790219,0.0377867746288799,0.0368852459016393,0.0583554376657825,0.0491132332878581,"שדהורבורג",77.6882803266011,"שדה ורבורג"
285,"אלונים",0.0176470588235294,0.0606936416184971,0.0284237726098191,0.0248138957816377,0.0277777777777778,0.0429292929292929,0.0293333333333333,0.0656565656565657,0.0381679389312977,"אלונים",137.734507699864,"אלונים"
287,"תל יצחק",0.0315457413249211,0.0399201596806387,0.0310786106032907,0.037037037037037,0.0297951582867784,0.0641509433962264,0.0446601941747573,0.0947867298578199,0.0616740088105727,"תליצחק",80.7572408101525,"תל יצחק"
288,"בית יהושע",0.0895140664961637,0.0840336134453782,0.0583657587548638,0.0396975425330813,0.0492700729927007,0.0601503759398496,0.0430711610486891,0.0718038528896672,0.0569948186528497,"ביתיהושע",81.0957942673354,"בית יהושע"
290,"מעין צבי",0.014367816091954,0.0417827298050139,0.0259433962264151,0.0271493212669683,0.0274261603375527,0.0386965376782077,0.0355648535564854,0.0714285714285714,0.0478170478170478,"מעיןצבי",115.399963772174,"מעיין צבי"
295,"כפר רופין",0.0210084033613445,0.0449438202247191,0.0371747211895911,0.0522388059701493,0.0520446096654275,0.0634920634920635,0.0722433460076046,0.0915492957746479,0.0703703703703704,"כפררופין",136.603838074382,"כפר רופין"
296,"נווה איתן",0.0163934426229508,0.0638297872340425,0.0454545454545455,0.0571428571428571,0.00826446280991736,0.0769230769230769,0.072,0.101851851851852,0.110169491525424,"נווהאיתן",138.902837375694,"נווה איתן"
298,"מסילות",0.0135135135135135,0.0439189189189189,0.0198019801980198,0.0460526315789474,0.0313588850174216,0.048951048951049,0.039568345323741,0.0818505338078292,0.0752688172043011,"מסילות",135.519299937511,"מסילות"
300,"דליה",0.00811359026369168,0.0209205020920502,0.00819672131147541,0.0153256704980843,0.00403225806451613,0.0126315789473684,0.0100401606425703,0.0274509803921569,0.014,"דליה",122.513894869593,"דלייה"
304,"שדה אליהו",0.636118598382749,0.542234332425068,0.628571428571429,0.519083969465649,0.527363184079602,0.605633802816901,0.551724137931034,0.661616161616162,0.388888888888889,"שדהאליהו",133.087994346374,"שדה אליהו"
310,"כפר גליקסון",0.0164835164835165,0.0319148936170213,0.037037037037037,0.015625,0.00938967136150235,0.0514018691588785,0.0467289719626168,0.0545454545454545,0.0338164251207729,"כפרגליקסון",111.484449580653,"כפר גליקסון"
312,"נווה ים",0.0521739130434783,0.047244094488189,0.123456790123457,0.116564417177914,0.0784313725490196,0.111111111111111,0.0632911392405063,0.202614379084967,0.206451612903226,"נווהים",126.832719738099,"נווה ים"
313,"אפק",0.00371747211895911,0.0428571428571429,0.0387323943661972,0.039344262295082,0.0424403183023873,0.0547945205479452,0.0441558441558442,0.0634517766497462,0.0456730769230769,"אפק",149.651313367421,"אפק"
316,"כפר נטר",0.0291005291005291,0.0520833333333333,0.0391061452513966,0.0303030303030303,0.0184254606365159,0.0623916811091854,0.0514184397163121,0.092896174863388,0.0625,"כפרנטר",82.2015794100824,"כפר נטר"
317,"בית אורן",0.0784313725490196,0.0764331210191083,0.0294117647058824,0.0880829015544041,0.0252525252525253,0.0439024390243902,0.0289855072463768,0.0669642857142857,0.0567685589519651,"ביתאורן",134.67232264995,"בית אורן"
326,"בית יצחק-שער חפר",0.0416253716551041,0.0499092558983666,0.0251012145748988,0.0369515011547344,0.0260869565217391,0.058252427184466,0.0487609912070344,0.0724863600935308,0.0405727923627685,"ביתיצחקשערחפר",88.8046985349083,"בית יצחק-שער חפר"
327,"שדות ים",0.0392156862745098,0.0640732265446224,0.04,0.0463320463320463,0.0362694300518135,0.0522648083623693,0.0678260869565217,0.0809443507588533,0.0614617940199336,"שדותים",105.863187295005,"שדות ים"
335,"רמת השופט",0.04,0.0386740331491713,0.00689655172413793,0.0242914979757085,0.0175438596491228,0.037328094302554,0.034816247582205,0.0650095602294455,0.0424354243542435,"רמתהשופט",125.718052795679,"רמת השופט"
339,"רמת צבי",0.043859649122807,0.0513833992094862,0.113636363636364,0.088145896656535,0.032171581769437,0.0589812332439678,0.0536723163841808,0.0843989769820972,0.0571428571428571,"רמתצבי",139.438727397958,"רמת צבי"
343,"חמדיה",0.0682926829268293,0.078125,0.0414746543778802,0.0707964601769911,0.0480769230769231,0.05,0.0660377358490566,0.0954545454545455,0.091703056768559,"חמדיה",140.416135538933,"חמדיה"
344,"מענית",0.0130293159609121,0.05,0.010126582278481,0.0269607843137255,0.0179775280898876,0.0248306997742664,0.0223713646532438,0.0459518599562363,0.0318471337579618,"מענית",107.639247973594,"מענית"
353,"בית זיד",NA,NA,0,0.0147058823529412,0,0.0144927536231884,0.0273972602739726,0.015625,0.0147058823529412,"ביתזיד",135.750374265824,"בית זיד"
360,"גבעת ניל""י",0.0707070707070707,0.136752136752137,0.0469798657718121,0.039039039039039,0.0304709141274238,0.0638297872340425,0.0557184750733138,0.0967741935483871,0.0705882352941176,"גבעתנילי",117.15455969729,"גבעת ניל""י"
367,"עין העמק",0.217228464419476,0.304347826086957,0.205882352941176,0.129807692307692,0.0791208791208791,0.104925053533191,0.0700636942675159,0.177874186550976,0.255533199195171,"עיןהעמק",126.962563673202,"עין העמק"
369,"גלעד (אבן יצחק)",0.025,0.0672268907563025,0.0329218106995885,0.018450184501845,0.00706713780918728,0.0510948905109489,0.0492957746478873,0.0482758620689655,0.0629370629370629,"גלעדאבןיצחק",119.689365174103,"גלעד (אבן יצחק)"
373,"בית הלוי",0.0366666666666667,0.0634441087613293,0.0412371134020619,0.0262529832935561,0.0213776722090261,0.0398126463700234,0.0542452830188679,0.0839328537170264,0.0504807692307692,"ביתהלוי",93.030674661978,"בית הלוי"
375,"מגל",0.0175438596491228,0.0272952853598015,0.0122591943957968,0.0368509212730318,0.0122137404580153,0.0358255451713396,0.0255591054313099,0.0514705882352941,0.035036496350365,"מגל",101.165672776272,"מגל"
377,"המעפיל",0.0165016501650165,0.0443037974683544,0.0158013544018059,0.0251141552511416,0.0185950413223141,0.038135593220339,0.0303643724696356,0.0420168067226891,0.0165631469979296,"המעפיל",98.0504010876445,"המעפיל"
