"X","SEMEL_YISHUV","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","year","Shape_Area","density","age_65_up_percentage","sci_index_value","sci_index_cluster","ntl","within_west_bank","intersecting_west_bank","centroid_within_west_bank"
11093,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",350,170,180,70,30,70,150,20,2013,0.346503840857535,1010.08981353226,0.0571428571428571,0.608,7,44,0,0,0
11094,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",380,198,182,86,25,66,161,0,2021,0.346503840857535,1096.66894040646,0,0.608,7,NA,0,0,0
11095,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",412,214,198,97,29,65,179,0,2022,0.346503840857535,1189.02000907226,0,0.608,7,NA,0,0,0
11096,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",372,192,169,89,25,64,156,0,2020,0.346503840857535,1073.58117324,0,0.608,7,NA,0,0,0
11097,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",375,198,177,89,21,67,167,28,2018,0.346503840857535,1082.23908592742,0.0746666666666667,0.608,7,NA,0,0,0
11098,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",340,170,170,70,40,60,150,30,2012,0.346503840857535,981.230104574197,0.0882352941176471,0.608,7,NA,0,0,0
11099,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",380,190,190,90,20,70,170,30,2016,0.346503840857535,1096.66894040646,0.0789473684210526,0.608,7,NA,0,0,0
11100,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,"יהודי",355,186,168,81,21,63,150,0,2019,0.346503840857535,1024.51966801129,0,0.608,7,NA,0,0,0
11101,1104,"פורייה - כפר עבודה","PORIYYA-KEFAR AVODA",1,NA,306,NA,NA,NA,NA,NA,NA,NA,2006,0.346503840857535,883.107094116777,NA,0.608,7,35,0,0,0
11102,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1000,0.5,0.5,0.2,0.1,0.2,0.4,0.1,2011,0.642006584275558,1557.61642402531,1e-04,0.204,6,NA,0,0,0
11103,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1234,643,591,329,81,209,500,115,2019,0.642006584275558,1922.09866724723,0.093192868719611,0.204,6,NA,0,0,0
11104,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,NA,854,NA,NA,NA,NA,NA,NA,NA,2009,0.642006584275558,1330.20442611762,NA,0.204,6,38,0,0,0
11105,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,NA,896,NA,NA,NA,NA,NA,NA,NA,2006,0.642006584275558,1395.62431592668,NA,0.204,6,41.5,0,0,0
11106,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1110,570,530,270,90,210,460,70,2014,0.642006584275558,1728.9542306681,0.0630630630630631,0.204,6,NA,0,0,0
11107,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1183,609,574,309,77,222,483,93,2017,0.642006584275558,1842.66022962194,0.0786136939983094,0.204,6,NA,0,0,0
11108,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1264,660,604,356,80,193,519,116,2020,0.642006584275558,1968.82715996799,0.0917721518987342,0.204,6,NA,0,0,0
11109,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1060,550,500,250,100,190,440,70,2013,0.642006584275558,1651.07340946683,0.0660377358490566,0.204,6,50.3333333333333,0,0,0
11110,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1170,600,570,300,90,220,480,80,2016,0.642006584275558,1822.41121610961,0.0683760683760684,0.204,6,NA,0,0,0
11111,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",800,0,0,0,0,0,0,0,2008,0.642006584275558,1246.09313922025,0,0.204,6,NA,0,0,0
11112,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1110,580,540,270,90,220,470,70,2015,0.642006584275558,1728.9542306681,0.0630630630630631,0.204,6,44.6666666666667,0,0,0
11113,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1020,530,490,240,110,180,400,70,2012,0.642006584275558,1588.76875250582,0.0686274509803922,0.204,6,NA,0,0,0
11114,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1201,632,568,321,69,223,489,97,2018,0.642006584275558,1870.6973252544,0.0807660283097419,0.204,6,NA,0,0,0
11115,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1326,684,643,372,94,191,522,146,2022,0.642006584275558,2065.39937825756,0.110105580693816,0.204,6,NA,0,0,0
11116,1105,"פורייה - נווה עובד","PORIYYA-NEWE OVED",1,"יהודי",1290,673,617,365,84,195,515,132,2021,0.642006584275558,2009.32518699265,0.102325581395349,0.204,6,NA,0,0,0
11117,1108,"אומן","OMEN",1,NA,436,NA,NA,NA,NA,NA,NA,NA,2006,0.174090013400421,2504.45152759662,NA,0.436,6,26.5,0,0,0
11118,1108,"אומן","OMEN",1,"יהודי",659,317,342,229,34,70,273,0,2022,0.174090013400421,3785.39806579397,0,0.436,6,NA,0,0,0
11119,1108,"אומן","OMEN",1,"יהודי",367,184,183,96,30,32,169,35,2018,0.174090013400421,2108.10484088981,0.0953678474114441,0.436,6,NA,0,0,0
11120,1108,"אומן","OMEN",1,"יהודי",330,170,160,90,20,30,160,30,2015,0.174090013400421,1895.57111033689,0.0909090909090909,0.436,6,31,0,0,0
11121,1108,"אומן","OMEN",1,NA,247,NA,NA,NA,NA,NA,NA,NA,2009,0.174090013400421,1418.80625531276,NA,0.436,6,31,0,0,0
11122,1108,"אומן","OMEN",1,"יהודי",467,228,239,141,31,55,201,0,2020,0.174090013400421,2682.52032887069,0,0.436,6,NA,0,0,0
11123,1108,"אומן","OMEN",1,"יהודי",320,160,160,90,30,30,150,30,2014,0.174090013400421,1838.1295615388,0.09375,0.436,6,NA,0,0,0
11124,1108,"אומן","OMEN",1,"יהודי",355,178,177,96,27,30,163,39,2017,0.174090013400421,2039.17498233211,0.109859154929577,0.436,6,NA,0,0,0
11125,1108,"אומן","OMEN",1,"יהודי",320,160,160,90,20,40,150,20,2013,0.174090013400421,1838.1295615388,0.0625,0.436,6,30.5,0,0,0
11126,1108,"אומן","OMEN",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.174090013400421,1723.24646394263,0,0.436,6,NA,0,0,0
11127,1108,"אומן","OMEN",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.174090013400421,1723.24646394263,0,0.436,6,NA,0,0,0
11128,1108,"אומן","OMEN",1,"יהודי",300,160,150,90,20,40,140,20,2012,0.174090013400421,1723.24646394263,0.0666666666666667,0.436,6,NA,0,0,0
11129,1108,"אומן","OMEN",1,"יהודי",387,185,202,102,27,46,173,0,2019,0.174090013400421,2222.98793848599,0,0.436,6,NA,0,0,0
11130,1108,"אומן","OMEN",1,"יהודי",320,160,160,80,20,20,160,30,2016,0.174090013400421,1838.1295615388,0.09375,0.436,6,NA,0,0,0
11131,1108,"אומן","OMEN",1,"יהודי",559,269,291,181,29,65,236,0,2021,0.174090013400421,3210.98257781309,0,0.436,6,NA,0,0,0
11132,1110,"חבר","HEVER",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.218003229839834,1834.83520080816,0,0.234,6,NA,0,0,0
11133,1110,"חבר","HEVER",1,"יהודי",390,200,190,130,40,50,160,10,2013,0.218003229839834,1788.96432078796,0.0256410256410256,0.234,6,27.75,0,0,0
11134,1110,"חבר","HEVER",1,"יהודי",616,307,310,216,63,73,243,0,2019,0.218003229839834,2825.64620924457,0,0.234,6,NA,0,0,0
11135,1110,"חבר","HEVER",1,"יהודי",678,333,341,238,56,77,282,0,2020,0.218003229839834,3110.04566536984,0,0.234,6,NA,0,0,0
11136,1110,"חבר","HEVER",1,"יהודי",400,200,190,140,40,50,160,10,2014,0.218003229839834,1834.83520080816,0.025,0.234,6,NA,0,0,0
11137,1110,"חבר","HEVER",1,"יהודי",480,240,240,170,50,60,190,20,2016,0.218003229839834,2201.8022409698,0.0416666666666667,0.234,6,NA,0,0,0
11138,1110,"חבר","HEVER",1,NA,377,NA,NA,NA,NA,NA,NA,NA,2009,0.218003229839834,1729.33217676169,NA,0.234,6,25,0,0,0
11139,1110,"חבר","HEVER",1,"יהודי",571,288,282,189,53,77,229,17,2018,0.218003229839834,2619.22724915365,0.0297723292469352,0.234,6,NA,0,0,0
11140,1110,"חבר","HEVER",1,"יהודי",430,220,210,140,50,40,180,10,2015,0.218003229839834,1972.44784086877,0.0232558139534884,0.234,6,29.25,0,0,0
11141,1110,"חבר","HEVER",1,"יהודי",518,257,261,174,50,61,214,18,2017,0.218003229839834,2376.11158504657,0.0347490347490347,0.234,6,NA,0,0,0
11142,1110,"חבר","HEVER",1,"יהודי",874,439,434,310,69,89,366,0,2022,0.218003229839834,4009.11491376584,0,0.234,6,NA,0,0,0
11143,1110,"חבר","HEVER",1,"יהודי",390,200,190,130,40,40,160,0,2012,0.218003229839834,1788.96432078796,0,0.234,6,NA,0,0,0
11144,1110,"חבר","HEVER",1,NA,389,NA,NA,NA,NA,NA,NA,NA,2006,0.218003229839834,1784.37723278594,NA,0.234,6,23.25,0,0,0
11145,1110,"חבר","HEVER",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.218003229839834,1834.83520080816,0,0.234,6,NA,0,0,0
11146,1110,"חבר","HEVER",1,"יהודי",800,399,401,283,67,93,324,0,2021,0.218003229839834,3669.67040161633,0,0.234,6,NA,0,0,0
11147,1111,"צופייה","ZOFIYYA",NA,NA,0,0,0,0,0,0,0,0,2015,0.0430986670486142,0,NA,NA,NA,62,0,0,0
11148,1111,"צופייה","ZOFIYYA",NA,NA,0,0,0,0,0,0,0,0,2016,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11149,1111,"צופייה","ZOFIYYA",5,"מקום",0,0,0,0,0,0,0,0,2019,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11150,1111,"צופייה","ZOFIYYA",NA," ",0,0,0,0,0,0,0,0,2012,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11151,1111,"צופייה","ZOFIYYA",NA,NA,0,0,0,0,0,0,0,0,2017,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11152,1111,"צופייה","ZOFIYYA",5,"מקום",0,0,0,0,0,0,0,0,2022,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11153,1111,"צופייה","ZOFIYYA",1,"יהודי",0,0,0,0,0,0,0,0,2011,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11154,1111,"צופייה","ZOFIYYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,0.0430986670486142,NA,NA,NA,NA,59,0,0,0
11155,1111,"צופייה","ZOFIYYA",5,"מקום",0,0,0,0,0,0,0,0,2021,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11156,1111,"צופייה","ZOFIYYA",NA," ",0,0,0,0,0,0,0,0,2013,0.0430986670486142,0,NA,NA,NA,63,0,0,0
11157,1111,"צופייה","ZOFIYYA",NA,NA,0,0,0,0,0,0,0,0,2008,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11158,1111,"צופייה","ZOFIYYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0.0430986670486142,NA,NA,NA,NA,60.5,0,0,0
11159,1111,"צופייה","ZOFIYYA",5,"מקום",0,0,0,0,0,0,0,0,2020,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11160,1111,"צופייה","ZOFIYYA",NA," ",0,0,0,0,0,0,0,0,2014,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11161,1111,"צופייה","ZOFIYYA",NA,NA,0,0,0,0,0,0,0,0,2018,0.0430986670486142,0,NA,NA,NA,NA,0,0,0
11162,1112,"יודפת","YODEFAT",1,"יהודי",829,413,416,304,71,67,338,50,2017,1.01412609569772,817.452586534271,0.060313630880579,0.897,7,NA,0,0,0
11163,1112,"יודפת","YODEFAT",1,"יהודי",867,435,432,317,66,79,346,57,2018,1.01412609569772,854.923272044889,0.0657439446366782,0.897,7,NA,0,0,0
11164,1112,"יודפת","YODEFAT",1,"יהודי",710,360,350,250,60,70,290,40,2015,1.01412609569772,700.110176645757,0.0563380281690141,0.897,7,51,0,0,0
11165,1112,"יודפת","YODEFAT",1,NA,482,NA,NA,NA,NA,NA,NA,NA,2009,1.01412609569772,475.286063582049,NA,0.897,7,46,0,0,0
11166,1112,"יודפת","YODEFAT",1,"יהודי",910,462,448,304,78,87,363,0,2021,1.01412609569772,897.324310912168,0,0.897,7,NA,0,0,0
11167,1112,"יודפת","YODEFAT",1,"יהודי",500,0,0,0,0,0,0,0,2008,1.01412609569772,493.035335666026,0,0.897,7,NA,0,0,0
11168,1112,"יודפת","YODEFAT",1,"יהודי",620,310,310,250,30,60,260,30,2012,1.01412609569772,611.363816225872,0.0483870967741935,0.897,7,NA,0,0,0
11169,1112,"יודפת","YODEFAT",1,"יהודי",964,494,470,318,83,99,384,78,2022,1.01412609569772,950.572127164098,0.0809128630705394,0.897,7,NA,0,0,0
11170,1112,"יודפת","YODEFAT",1,"יהודי",760,380,380,280,70,60,310,50,2016,1.01412609569772,749.41371021236,0.0657894736842105,0.897,7,NA,0,0,0
11171,1112,"יודפת","YODEFAT",1,"יהודי",600,0.3,0.3,0.2,0,0.1,0.2,0,2011,1.01412609569772,591.642402799231,0,0.897,7,NA,0,0,0
11172,1112,"יודפת","YODEFAT",1,"יהודי",680,340,340,260,40,60,280,40,2014,1.01412609569772,670.528056505796,0.0588235294117647,0.897,7,NA,0,0,0
11173,1112,"יודפת","YODEFAT",1,"יהודי",908,460,448,335,72,79,350,0,2019,1.01412609569772,895.352169569504,0,0.897,7,NA,0,0,0
11174,1112,"יודפת","YODEFAT",1,"יהודי",907,466,441,322,70,82,357,0,2020,1.01412609569772,894.366098898171,0,0.897,7,NA,0,0,0
11175,1112,"יודפת","YODEFAT",1,NA,439,NA,NA,NA,NA,NA,NA,NA,2006,1.01412609569772,432.885024714771,NA,0.897,7,39,0,0,0
11176,1112,"יודפת","YODEFAT",1,"יהודי",650,330,320,240,40,60,270,30,2013,1.01412609569772,640.945936365834,0.0461538461538462,0.897,7,36,0,0,0
11177,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",9583,4759,4824,3125,785,1106,4015,550,2018,1.0230238628702,9367.32792636319,0.0573933006365439,1.233,8,NA,0,0,0
11178,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",7390,3690,3710,2290,700,920,3100,390,2015,1.0230238628702,7223.6829151439,0.0527740189445196,1.233,8,60,0,0,0
11179,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",8182,4079,4103,2560,757,972,3417,476,2017,1.0230238628702,7997.85840483185,0.0581764849670007,1.233,8,NA,0,0,0
11180,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",11120,5542,5578,3789,842,1232,4640,617,2019,1.0230238628702,10869.7366733965,0.0554856115107914,1.233,8,NA,0,0,0
11181,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",6630,3290,3340,2140,590,790,2820,300,2012,1.0230238628702,6480.78724322111,0.0452488687782805,1.233,8,NA,0,0,0
11182,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",6500,3.2,3.3,2.2,0.6,0.8,2.8,0.3,2011,1.0230238628702,6353.71298355011,4.61538461538462e-05,1.233,8,NA,0,0,0
11183,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",11584,5749,5832,3948,844,1297,4819,676,2020,1.0230238628702,11323.2940309915,0.0583563535911602,1.233,8,NA,0,0,0
11184,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",7180,3550,3640,2280,640,880,3020,360,2014,1.0230238628702,7018.40911105997,0.0501392757660167,1.233,8,NA,0,0,0
11185,1113,"צור הדסה","ZUR HADASSA",1,NA,3999,NA,NA,NA,NA,NA,NA,NA,2006,1.0230238628702,3908.99972634106,NA,1.233,8,61,0,0,0
11186,1113,"צור הדסה","ZUR HADASSA",1,NA,5969,NA,NA,NA,NA,NA,NA,NA,2009,1.0230238628702,5834.66350750933,NA,1.233,8,54,0,0,0
11187,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",12142,5998,6144,4167,888,1319,4966,801,2022,1.0230238628702,11868.7358532716,0.0659693625432383,1.233,8,NA,0,0,0
11188,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",5400,2.7,2.7,1.9,0.5,0.5,2.5,0.2,2008,1.0230238628702,5278.4692478724,3.7037037037037e-05,1.233,8,NA,0,0,0
11189,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",6960,3460,3500,2240,620,830,2940,340,2013,1.0230238628702,6803.36036392443,0.0488505747126437,1.233,8,62,0,0,0
11190,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",11930,5895,6035,4117,877,1306,4893,735,2021,1.0230238628702,11661.5070605774,0.0616093880972339,1.233,8,NA,0,0,0
11191,1113,"צור הדסה","ZUR HADASSA",1,"יהודי",7770,3890,3880,2430,710,930,3270,420,2016,1.0230238628702,7595.13075110529,0.0540540540540541,1.233,8,NA,0,0,0
11192,1114,"שריגים (לי-און)","SRIGIM (LI-ON)",1,NA,1090,NA,NA,NA,NA,NA,NA,NA,2006,0.612724324453106,1778.94031051059,NA,1.252,8,31,0,0,0
11193,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1060,540,520,240,130,210,440,50,2016,0.612724324453106,1729.97865058828,0.0471698113207547,1.252,8,NA,0,0,0
11194,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1044,543,502,211,81,209,469,0,2021,0.612724324453106,1703.86576529638,0,1.252,8,NA,0,0,0
11195,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1063,557,500,223,81,218,474,0,2020,0.612724324453106,1734.87481658051,0,1.252,8,NA,0,0,0
11196,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1020,510,510,260,140,170,430,30,2013,0.612724324453106,1664.69643735853,0.0294117647058824,1.252,8,34,0,0,0
11197,1114,"שריגים (לי-און)","SRIGIM (LI-ON)",1,"יהודי",1000,0.5,0.5,0.3,0.1,0.1,0.4,0,2011,0.612724324453106,1632.05533074366,0,1.252,8,NA,0,0,0
11198,1114,"שריגים (לי-און)","SRIGIM (LI-ON)",1,"יהודי",1010,500,510,280,130,160,440,20,2012,0.612724324453106,1648.3758840511,0.0198019801980198,1.252,8,NA,0,0,0
11199,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1096,557,539,242,101,223,473,54,2018,0.612724324453106,1788.73264249505,0.0492700729927007,1.252,8,NA,0,0,0
11200,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1076,544,533,240,110,213,463,49,2017,0.612724324453106,1756.09153588018,0.0455390334572491,1.252,8,NA,0,0,0
11201,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1000,500,500,230,140,190,420,30,2014,0.612724324453106,1632.05533074366,0.03,1.252,8,NA,0,0,0
11202,1114,"שריגים (לי-און)","SRIGIM (LI-ON)",1,"יהודי",1000,0.5,0.5,0.4,0.2,0,0.4,0,2008,0.612724324453106,1632.05533074366,0,1.252,8,NA,0,0,0
11203,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1014,525,489,191,88,191,458,86,2022,0.612724324453106,1654.90410537407,0.0848126232741617,1.252,8,NA,0,0,0
11204,1114,"שריגים (לי-און)","SRIGIM (LI-ON)",1,NA,1007,NA,NA,NA,NA,NA,NA,NA,2009,0.612724324453106,1643.47971805887,NA,1.252,8,30.75,0,0,0
11205,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1082,558,524,231,90,221,477,0,2019,0.612724324453106,1765.88386786464,0,1.252,8,NA,0,0,0
11206,1114,"שריגים (לי-און)","SARIGIM (LI-ON)",1,"יהודי",1030,520,510,230,130,200,430,40,2015,0.612724324453106,1681.01699066597,0.0388349514563107,1.252,8,31,0,0,0
11207,1115,"אביבים","AVIVIM",1,"יהודי",480,240,240,150,40,70,180,50,2012,0.693586258502532,692.055233384137,0.104166666666667,0.192,6,NA,0,0,0
11208,1115,"אביבים","AVIVIM",1,"יהודי",500,250,250,150,50,60,180,40,2016,0.693586258502532,720.890868108476,0.08,0.192,6,NA,0,0,0
11209,1115,"אביבים","AVIVIM",1,"יהודי",489,240,249,148,37,68,189,47,2017,0.693586258502532,705.031269010089,0.0961145194274029,0.192,6,NA,0,0,0
11210,1115,"אביבים","AVIVIM",1,NA,468,NA,NA,NA,NA,NA,NA,NA,2009,0.693586258502532,674.753852549533,NA,0.192,6,21,0,0,0
11211,1115,"אביבים","AVIVIM",1,"יהודי",490,240,240,160,40,60,190,40,2013,0.693586258502532,706.473050746306,0.0816326530612245,0.192,6,24,0,0,0
11212,1115,"אביבים","AVIVIM",1,"יהודי",500,250,250,160,40,70,190,40,2014,0.693586258502532,720.890868108476,0.08,0.192,6,NA,0,0,0
11213,1115,"אביבים","AVIVIM",1,"יהודי",470,230,240,128,38,67,187,51,2021,0.693586258502532,677.637416021967,0.108510638297872,0.192,6,NA,0,0,0
11214,1115,"אביבים","AVIVIM",1,"יהודי",500,0.2,0.2,0.1,0,0.1,0.2,0,2011,0.693586258502532,720.890868108476,0,0.192,6,NA,0,0,0
11215,1115,"אביבים","AVIVIM",1,"יהודי",474,235,240,123,43,70,186,55,2022,0.693586258502532,683.404542966835,0.116033755274262,0.192,6,NA,0,0,0
11216,1115,"אביבים","AVIVIM",1,"יהודי",475,232,245,131,39,68,187,0,2020,0.693586258502532,684.846324703052,0,0.192,6,NA,0,0,0
11217,1115,"אביבים","AVIVIM",1,"יהודי",500,250,250,150,40,70,190,50,2015,0.693586258502532,720.890868108476,0.1,0.192,6,26,0,0,0
11218,1115,"אביבים","AVIVIM",1,"יהודי",471,231,240,133,43,63,187,0,2019,0.693586258502532,679.079197758184,0,0.192,6,NA,0,0,0
11219,1115,"אביבים","AVIVIM",1,"יהודי",477,234,242,136,43,64,188,46,2018,0.693586258502532,687.729888175486,0.0964360587002096,0.192,6,NA,0,0,0
11220,1115,"אביבים","AVIVIM",1,NA,439,NA,NA,NA,NA,NA,NA,NA,2006,0.693586258502532,632.942182199242,NA,0.192,6,23,0,0,0
11221,1115,"אביבים","AVIVIM",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.693586258502532,720.890868108476,0,0.192,6,NA,0,0,0
11222,1117,"יעל","YA'EL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0.086522533667547,NA,NA,NA,NA,35,0,0,0
11223,1117,"יעל","YA'EL",NA,NA,0,0,0,0,0,0,0,0,2016,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11224,1117,"יעל","YA'EL",5,"מקום",0,0,0,0,0,0,0,0,2020,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11225,1117,"יעל","YA'EL",NA," ",0,0,0,0,0,0,0,0,2014,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11226,1117,"יעל","YA'EL",NA,NA,0,0,0,0,0,0,0,0,2018,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11227,1117,"יעל","YA'EL",1,"יהודי",0,0,0,0,0,0,0,0,2011,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11228,1117,"יעל","YA'EL",5,"מקום",0,0,0,0,0,0,0,0,2019,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11229,1117,"יעל","YA'EL",5,"מקום",0,0,0,0,0,0,0,0,2021,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11230,1117,"יעל","YA'EL",5,"מקום",0,0,0,0,0,0,0,0,2022,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11231,1117,"יעל","YA'EL",NA," ",0,0,0,0,0,0,0,0,2013,0.086522533667547,0,NA,NA,NA,38,0,0,0
11232,1117,"יעל","YA'EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,0.086522533667547,NA,NA,NA,NA,35,0,0,0
11233,1117,"יעל","YA'EL",NA,NA,0,0,0,0,0,0,0,0,2015,0.086522533667547,0,NA,NA,NA,33,0,0,0
11234,1117,"יעל","YA'EL",NA,NA,0,0,0,0,0,0,0,0,2017,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11235,1117,"יעל","YA'EL",1,"יהודי",0,0,0,0,0,0,0,0,2008,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11236,1117,"יעל","YA'EL",NA," ",0,0,0,0,0,0,0,0,2012,0.086522533667547,0,NA,NA,NA,NA,0,0,0
11237,1123,"אדרת","ADDERET",1,"יהודי",870,430,440,290,110,90,330,40,2015,0.415939884544976,2091.6484144139,0.0459770114942529,0.039,5,32,0,0,0
11238,1123,"אדרת","ADDERET",1,NA,526,NA,NA,NA,NA,NA,NA,NA,2006,0.415939884544976,1264.60582296748,NA,0.039,5,16.3333333333333,0,0,0
11239,1123,"אדרת","ADDERET",1,"יהודי",883,438,445,289,80,121,344,51,2019,0.415939884544976,2122.90293095112,0.057757644394111,0.039,5,NA,0,0,0
11240,1123,"אדרת","ADDERET",1,"יהודי",830,420,420,290,100,100,310,40,2013,0.415939884544976,1995.48067122246,0.0481927710843374,0.039,5,20.6666666666667,0,0,0
11241,1123,"אדרת","ADDERET",1,"יהודי",860,420,440,290,120,80,320,40,2014,0.415939884544976,2067.60647861604,0.0465116279069767,0.039,5,NA,0,0,0
11242,1123,"אדרת","ADDERET",1,"יהודי",600,0,0,0,0,0,0,0,2008,0.415939884544976,1442.51614787166,0,0.039,5,NA,0,0,0
11243,1123,"אדרת","ADDERET",1,"יהודי",922,466,456,278,93,134,359,59,2021,0.415939884544976,2216.66648056278,0.0639913232104121,0.039,5,NA,0,0,0
11244,1123,"אדרת","ADDERET",1,"יהודי",910,460,450,290,150,90,340,50,2016,0.415939884544976,2187.81615760534,0.0549450549450549,0.039,5,NA,0,0,0
11245,1123,"אדרת","ADDERET",1,"יהודי",800,400,390,270,110,80,300,30,2012,0.415939884544976,1923.35486382887,0.0375,0.039,5,NA,0,0,0
11246,1123,"אדרת","ADDERET",1,"יהודי",919,458,461,291,136,119,330,43,2017,0.415939884544976,2209.45389982342,0.0467899891186072,0.039,5,NA,0,0,0
11247,1123,"אדרת","ADDERET",1,NA,630,NA,NA,NA,NA,NA,NA,NA,2009,0.415939884544976,1514.64195526524,NA,0.039,5,24.25,0,0,0
11248,1123,"אדרת","ADDERET",1,"יהודי",700,0.4,0.3,0.3,0.1,0.1,0.3,0,2011,0.415939884544976,1682.93550585027,0,0.039,5,NA,0,0,0
11249,1123,"אדרת","ADDERET",1,"יהודי",887,442,442,264,92,124,351,56,2020,0.415939884544976,2132.51970527026,0.0631341600901917,0.039,5,NA,0,0,0
11250,1123,"אדרת","ADDERET",1,"יהודי",848,424,424,281,76,115,329,42,2018,0.415939884544976,2038.75615565861,0.0495283018867925,0.039,5,NA,0,0,0
11251,1123,"אדרת","ADDERET",1,"יהודי",895,457,438,262,95,126,354,59,2022,0.415939884544976,2151.75325390855,0.0659217877094972,0.039,5,NA,0,0,0
11252,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",443,237,206,97,32,48,166,0,2021,13.3156840461182,33.2690381106739,0,0.924,7,NA,0,0,0
